year,region,drug,mean,std,p5,p25,p50,p75,p95,units,source_quality,notes
1972,north_america,linezolid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,north_america,tedizolid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,north_america,quinu_dalfo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,north_america,trim_sulf,196.62019577369512,49.15504894342378,117.97211746421706,157.2961566189561,196.62019577369512,235.94423492843413,294.9302936605427,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_north_america_years_since_intro_4
1972,north_america,chlorampheni,28.23065699764717,7.0576642494117925,16.938394198588302,22.584525598117736,28.23065699764717,33.876788397176604,42.34598549647075,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_north_america_years_since_intro_23
1972,north_america,nitrofurantoin,344.75074123442,86.187685308605,206.850444740652,275.800592987536,344.75074123442,413.700889481304,517.12611185163,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_north_america_years_since_intro_19
1972,north_america,retapamulin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,north_america,fusidic_a,23.355978286435583,5.838994571608896,14.013586971861349,18.68478262914847,23.355978286435583,28.027173943722698,35.03396742965337,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_north_america_years_since_intro_10
1972,north_america,metronidazole,396.48314583560045,99.12078645890011,237.88988750136025,317.1865166684804,396.48314583560045,475.7797750027205,594.7247187534007,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_north_america_years_since_intro_12
1972,north_america,furazolidone,16.27300148309578,4.068250370773945,9.763800889857468,13.018401186476623,16.27300148309578,19.52760177971493,24.409502224643667,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_north_america_years_since_intro_17
1972,north_america,rifampicin,31.649275580578625,7.912318895144656,18.98956534834717,25.3194204644629,31.649275580578625,37.97913069669435,47.47391337086793,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_north_america_years_since_intro_6
1972,north_america,amoxicillin_clavulanate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,north_america,piperacillin_tazobactam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,north_america,ampicillin_sulbactam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,north_america,ticarcillin_clavulanate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,north_america,ceftazidime_avibactam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,north_america,meropenem_vaborbactam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,north_america,colistin,13.911590771791634,3.4778976929479084,8.34695446307498,11.129272617433308,13.911590771791634,16.69390892614996,20.86738615768745,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_north_america_years_since_intro_13
1972,europe,sulfanilamide,5.033229965664904,1.258307491416226,3.0199379793989425,4.026583972531923,5.033229965664904,6.039875958797885,7.5498449484973555,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_europe_years_since_intro_37
1972,europe,penicilling,969.713988084816,242.428497021204,581.8283928508895,775.7711904678528,969.713988084816,1163.656785701779,1454.570982127224,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_europe_years_since_intro_32
1972,europe,ampicillin,457.33133504097657,114.33283376024414,274.3988010245859,365.86506803278127,457.33133504097657,548.7976020491718,685.9970025614648,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_europe_years_since_intro_11
1972,europe,amoxicillin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_europe_years_since_intro_0
1972,europe,piperacillin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,europe,ticarcillin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,europe,cephalexin,205.9640235791367,51.49100589478417,123.578414147482,164.77121886330937,205.9640235791367,247.156828294964,308.94603536870505,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_europe_years_since_intro_2
1972,europe,cefazolin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,europe,cefuroxime,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,europe,ceftriaxone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,europe,ceftazidime,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,europe,cefepime,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,europe,ceftaroline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,europe,meropenem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,europe,imipenem_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,europe,ertapenem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,europe,aztreonam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,europe,erythromycin,447.5075407851339,111.87688519628348,268.50452447108034,358.0060326281072,447.5075407851339,537.0090489421607,671.2613111777009,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_europe_years_since_intro_17
1972,europe,azithromycin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,europe,clarithromycin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,europe,clindamycin,181.3239746803984,45.3309936700996,108.79438480823904,145.0591797443187,181.3239746803984,217.5887696164781,271.9859620205976,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_europe_years_since_intro_6
1972,europe,gentamicin,124.07680007414272,31.01920001853568,74.44608004448563,99.26144005931415,124.07680007414272,148.89216008897125,186.11520011121405,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_europe_years_since_intro_9
1972,europe,tobramycin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,europe,amikacin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,europe,ciprofloxacin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,europe,levofloxacin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,europe,moxifloxacin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,europe,ofloxacin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,europe,tetracycline,4.006935676903042,0.8013871353806086,2.8048549738321293,3.405895325367586,4.006935676903042,4.6079760284384985,5.609709947664259,courses_per_100k_per_year,empirical_pattern_extrapolated,based_on_empirical_patterns_region_europe_years_since_intro_22
1972,europe,doxycycline,280.6340025319487,70.15850063298717,168.3804015191692,224.50720202555897,280.6340025319487,336.7608030383384,420.951003797923,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_europe_years_since_intro_5
1972,europe,minocycline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,europe,vancomycin,100.1152810566813,25.028820264170324,60.069168634008776,80.09222484534504,100.1152810566813,120.13833726801757,150.17292158502195,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_europe_years_since_intro_14
1972,europe,teicoplanin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,europe,linezolid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,europe,tedizolid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,europe,quinu_dalfo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,europe,trim_sulf,180.23517945922052,45.05879486480514,108.14110767553233,144.18814356737644,180.23517945922052,216.28221535106465,270.35276918883085,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_europe_years_since_intro_4
1972,europe,chlorampheni,25.87810224784324,6.46952556196081,15.526861348705944,20.702481798274597,25.87810224784324,31.05372269741189,38.81715337176486,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_europe_years_since_intro_23
1972,europe,nitrofurantoin,316.02151279821834,79.00537819955458,189.612907678931,252.8172102385747,316.02151279821834,379.225815357862,474.03226919732754,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_europe_years_since_intro_19
1972,europe,retapamulin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,europe,fusidic_a,21.409646762565952,5.352411690641488,12.84578805753957,17.127717410052764,21.409646762565952,25.69157611507914,32.114470143848926,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_europe_years_since_intro_10
1972,europe,metronidazole,363.44288368263375,90.86072092065844,218.06573020958024,290.754306946107,363.44288368263375,436.1314604191605,545.1643255239507,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_europe_years_since_intro_12
1972,europe,furazolidone,14.916918026171132,3.729229506542783,8.95015081570268,11.933534420936908,14.916918026171132,17.90030163140536,22.375377039256698,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_europe_years_since_intro_17
1972,europe,rifampicin,29.01183594886374,7.252958987215935,17.407101569318243,23.209468759091,29.01183594886374,34.814203138636486,43.517753923295615,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_europe_years_since_intro_6
1972,europe,amoxicillin_clavulanate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,europe,piperacillin_tazobactam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,europe,ampicillin_sulbactam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,europe,ticarcillin_clavulanate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,europe,ceftazidime_avibactam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,europe,meropenem_vaborbactam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,europe,colistin,12.752291540809,3.1880728852022497,7.651374924485399,10.2018332326472,12.752291540809,15.302749848970798,19.1284373112135,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_europe_years_since_intro_13
1972,asia,sulfanilamide,4.118097244634922,1.0295243111587304,2.470858346780953,3.2944777957079374,4.118097244634922,4.941716693561906,6.177145866952383,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_asia_years_since_intro_37
1972,asia,penicilling,793.4023538875766,198.35058847189416,476.041412332546,634.7218831100613,793.4023538875766,952.082824665092,1190.1035308313649,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_asia_years_since_intro_32
1972,asia,ampicillin,374.1801832153444,93.5450458038361,224.50810992920665,299.3441465722755,374.1801832153444,449.0162198584133,561.2702748230166,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_asia_years_since_intro_11
1972,asia,amoxicillin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_asia_years_since_intro_0
1972,asia,piperacillin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,asia,ticarcillin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,asia,cephalexin,168.5160192920209,42.129004823005225,101.10961157521254,134.81281543361672,168.5160192920209,202.21922315042508,252.7740289380313,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_asia_years_since_intro_2
1972,asia,cefazolin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,asia,cefuroxime,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,asia,ceftriaxone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,asia,ceftazidime,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,asia,cefepime,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,asia,ceftaroline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,asia,meropenem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,asia,imipenem_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,asia,ertapenem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,asia,aztreonam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,asia,erythromycin,366.14253336965504,91.53563334241376,219.68552002179305,292.91402669572403,366.14253336965504,439.3710400435861,549.2138000544826,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_asia_years_since_intro_17
1972,asia,azithromycin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,asia,clarithromycin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,asia,clindamycin,148.3559792839623,37.08899482099058,89.01358757037738,118.68478342716986,148.3559792839623,178.02717514075476,222.53396892594347,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_asia_years_since_intro_6
1972,asia,gentamicin,101.51738187884403,25.37934546971101,60.910429127306415,81.21390550307524,101.51738187884403,121.82085825461284,152.27607281826604,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_asia_years_since_intro_9
1972,asia,tobramycin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,asia,amikacin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,asia,ciprofloxacin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,asia,levofloxacin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,asia,moxifloxacin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,asia,ofloxacin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,asia,tetracycline,4.233297758591448,0.8466595517182895,2.963308431014013,3.5983030948027306,4.233297758591448,4.868292422380165,5.926616862028027,courses_per_100k_per_year,empirical_pattern_extrapolated,based_on_empirical_patterns_region_asia_years_since_intro_22
1972,asia,doxycycline,229.6096384352307,57.40240960880767,137.76578306113842,183.68771074818457,229.6096384352307,275.53156612227684,344.41445765284607,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_asia_years_since_intro_5
1972,asia,minocycline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,asia,vancomycin,81.91250268273924,20.47812567068481,49.14750160964355,65.53000214619139,81.91250268273924,98.2950032192871,122.86875402410888,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_asia_years_since_intro_14
1972,asia,teicoplanin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,asia,linezolid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,asia,tedizolid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,asia,quinu_dalfo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,asia,trim_sulf,147.46514683027132,36.86628670756783,88.47908809816279,117.97211746421706,147.46514683027132,176.95817619632558,221.19772024540697,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_asia_years_since_intro_4
1972,asia,chlorampheni,21.172992748235377,5.293248187058844,12.703795648941226,16.938394198588302,21.172992748235377,25.40759129788245,31.759489122353067,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_asia_years_since_intro_23
1972,asia,nitrofurantoin,258.563055925815,64.64076398145374,155.13783355548898,206.850444740652,258.563055925815,310.275667110978,387.84458388872247,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_asia_years_since_intro_19
1972,asia,retapamulin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,asia,fusidic_a,17.516983714826686,4.379245928706672,10.510190228896011,14.01358697186135,17.516983714826686,21.020380457792022,26.27547557224003,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_asia_years_since_intro_10
1972,asia,metronidazole,297.36235937670034,74.34058984417508,178.4174156260202,237.88988750136028,297.36235937670034,356.8348312520404,446.0435390650505,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_asia_years_since_intro_12
1972,asia,furazolidone,12.204751112321834,3.0511877780804584,7.3228506673931,9.763800889857468,12.204751112321834,14.6457013347862,18.307126668482752,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_asia_years_since_intro_17
1972,asia,rifampicin,23.736956685433967,5.934239171358492,14.24217401126038,18.98956534834717,23.736956685433967,28.48434802252076,35.60543502815095,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_asia_years_since_intro_6
1972,asia,amoxicillin_clavulanate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,asia,piperacillin_tazobactam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,asia,ampicillin_sulbactam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,asia,ticarcillin_clavulanate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,asia,ceftazidime_avibactam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,asia,meropenem_vaborbactam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,asia,colistin,10.433693078843726,2.6084232697109315,6.260215847306236,8.346954463074981,10.433693078843726,12.520431694612473,15.65053961826559,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_asia_years_since_intro_13
1972,africa,sulfanilamide,2.745398163089948,0.6863495407724869,1.6472388978539685,2.196318530471958,2.745398163089948,3.294477795707937,4.118097244634921,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_africa_years_since_intro_37
1972,africa,penicilling,528.9349025917178,132.23372564792945,317.36094155503065,423.1479220733743,528.9349025917178,634.7218831100613,793.4023538875767,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_africa_years_since_intro_32
1972,africa,ampicillin,249.4534554768963,62.36336386922408,149.67207328613776,199.56276438151704,249.4534554768963,299.3441465722755,374.1801832153444,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_africa_years_since_intro_11
1972,africa,amoxicillin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_africa_years_since_intro_0
1972,africa,piperacillin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,africa,ticarcillin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,africa,cephalexin,112.34401286134728,28.086003215336817,67.40640771680836,89.87521028907781,112.34401286134728,134.81281543361672,168.5160192920209,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_africa_years_since_intro_2
1972,africa,cefazolin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,africa,cefuroxime,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,africa,ceftriaxone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,africa,ceftazidime,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,africa,cefepime,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,africa,ceftaroline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,africa,meropenem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,africa,imipenem_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,africa,ertapenem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,africa,aztreonam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,africa,erythromycin,244.09502224643668,61.02375556160917,146.45701334786202,195.27601779714936,244.09502224643668,292.91402669572403,366.14253336965504,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_africa_years_since_intro_17
1972,africa,azithromycin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,africa,clarithromycin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,africa,clindamycin,98.9039861893082,24.72599654732705,59.34239171358492,79.12318895144656,98.9039861893082,118.68478342716983,148.3559792839623,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_africa_years_since_intro_6
1972,africa,gentamicin,67.67825458589603,16.919563646474007,40.60695275153761,54.14260366871682,67.67825458589603,81.21390550307522,101.51738187884403,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_africa_years_since_intro_9
1972,africa,tobramycin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,africa,amikacin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,africa,ciprofloxacin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,africa,levofloxacin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,africa,moxifloxacin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,africa,ofloxacin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,africa,tetracycline,3.380747295067184,0.6761494590134368,2.3665231065470285,2.873635200807106,3.380747295067184,3.887859389327261,4.733046213094057,courses_per_100k_per_year,empirical_pattern_extrapolated,based_on_empirical_patterns_region_africa_years_since_intro_22
1972,africa,doxycycline,153.0730922901538,38.26827307253845,91.84385537409229,122.45847383212303,153.0730922901538,183.68771074818451,229.6096384352307,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_africa_years_since_intro_5
1972,africa,minocycline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,africa,vancomycin,54.608335121826165,13.65208378045654,32.765001073095696,43.68666809746094,54.608335121826165,65.53000214619139,81.91250268273924,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_africa_years_since_intro_14
1972,africa,teicoplanin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,africa,linezolid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,africa,tedizolid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,africa,quinu_dalfo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,africa,trim_sulf,98.31009788684756,24.57752447171189,58.98605873210853,78.64807830947805,98.31009788684756,117.97211746421706,147.46514683027135,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_africa_years_since_intro_4
1972,africa,chlorampheni,14.115328498823583,3.528832124705896,8.469197099294151,11.292262799058868,14.115328498823583,16.938394198588302,21.172992748235377,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_africa_years_since_intro_23
1972,africa,nitrofurantoin,172.37537061721,43.0938426543025,103.425222370326,137.900296493768,172.37537061721,206.850444740652,258.563055925815,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_africa_years_since_intro_19
1972,africa,retapamulin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,africa,fusidic_a,11.677989143217792,2.919497285804448,7.006793485930674,9.342391314574234,11.677989143217792,14.013586971861349,17.516983714826686,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_africa_years_since_intro_10
1972,africa,metronidazole,198.24157291780023,49.56039322945006,118.94494375068012,158.5932583342402,198.24157291780023,237.88988750136025,297.36235937670034,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_africa_years_since_intro_12
1972,africa,furazolidone,8.13650074154789,2.0341251853869724,4.881900444928734,6.509200593238312,8.13650074154789,9.763800889857468,12.204751112321834,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_africa_years_since_intro_17
1972,africa,rifampicin,15.824637790289312,3.956159447572328,9.494782674173589,12.65971023223145,15.824637790289312,18.98956534834717,23.736956685433967,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_africa_years_since_intro_6
1972,africa,amoxicillin_clavulanate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,africa,piperacillin_tazobactam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,africa,ampicillin_sulbactam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,africa,ticarcillin_clavulanate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,africa,ceftazidime_avibactam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,africa,meropenem_vaborbactam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1972,africa,colistin,6.955795385895817,1.7389488464739542,4.17347723153749,5.564636308716654,6.955795385895817,8.34695446307498,10.433693078843724,courses_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_africa_years_since_intro_13
