bacteria,setting,region,year,incidence_per_1000_days,p5,p95,source_quality,notes
pseudomonas_aeruginosa,ward,oceania,2019,0.36,0.22,0.54,cdc_nhsn_ecdc_hainet,hai_surveillance_2019
pseudomonas_aeruginosa,icu,north_america,2020,1.56,0.94,2.34,cdc_nhsn_ecdc_hainet,hai_surveillance_2020
pseudomonas_aeruginosa,ward,north_america,2020,0.42,0.25,0.62,cdc_nhsn_ecdc_hainet,hai_surveillance_2020
pseudomonas_aeruginosa,icu,europe,2020,1.33,0.8,1.99,cdc_nhsn_ecdc_hainet,hai_surveillance_2020
pseudomonas_aeruginosa,ward,europe,2020,0.35,0.21,0.53,cdc_nhsn_ecdc_hainet,hai_surveillance_2020
pseudomonas_aeruginosa,icu,asia,2020,1.79,1.08,2.69,cdc_nhsn_ecdc_hainet,hai_surveillance_2020
pseudomonas_aeruginosa,ward,asia,2020,0.48,0.29,0.72,cdc_nhsn_ecdc_hainet,hai_surveillance_2020
pseudomonas_aeruginosa,icu,africa,2020,2.11,1.26,3.16,cdc_nhsn_ecdc_hainet,hai_surveillance_2020
pseudomonas_aeruginosa,ward,africa,2020,0.56,0.34,0.84,cdc_nhsn_ecdc_hainet,hai_surveillance_2020
pseudomonas_aeruginosa,icu,south_america,2020,1.87,1.12,2.81,cdc_nhsn_ecdc_hainet,hai_surveillance_2020
pseudomonas_aeruginosa,ward,south_america,2020,0.5,0.3,0.75,cdc_nhsn_ecdc_hainet,hai_surveillance_2020
pseudomonas_aeruginosa,icu,oceania,2020,1.4,0.84,2.11,cdc_nhsn_ecdc_hainet,hai_surveillance_2020
pseudomonas_aeruginosa,ward,oceania,2020,0.37,0.22,0.56,cdc_nhsn_ecdc_hainet,hai_surveillance_2020
pseudomonas_aeruginosa,icu,north_america,2021,1.62,0.97,2.43,cdc_nhsn_ecdc_hainet,hai_surveillance_2021
pseudomonas_aeruginosa,ward,north_america,2021,0.43,0.26,0.65,cdc_nhsn_ecdc_hainet,hai_surveillance_2021
pseudomonas_aeruginosa,icu,europe,2021,1.38,0.83,2.07,cdc_nhsn_ecdc_hainet,hai_surveillance_2021
pseudomonas_aeruginosa,ward,europe,2021,0.37,0.22,0.55,cdc_nhsn_ecdc_hainet,hai_surveillance_2021
pseudomonas_aeruginosa,icu,asia,2021,1.86,1.12,2.79,cdc_nhsn_ecdc_hainet,hai_surveillance_2021
pseudomonas_aeruginosa,ward,asia,2021,0.5,0.3,0.75,cdc_nhsn_ecdc_hainet,hai_surveillance_2021
pseudomonas_aeruginosa,icu,africa,2021,2.19,1.31,3.28,cdc_nhsn_ecdc_hainet,hai_surveillance_2021
pseudomonas_aeruginosa,ward,africa,2021,0.58,0.35,0.87,cdc_nhsn_ecdc_hainet,hai_surveillance_2021
pseudomonas_aeruginosa,icu,south_america,2021,1.94,1.17,2.92,cdc_nhsn_ecdc_hainet,hai_surveillance_2021
pseudomonas_aeruginosa,ward,south_america,2021,0.52,0.31,0.78,cdc_nhsn_ecdc_hainet,hai_surveillance_2021
pseudomonas_aeruginosa,icu,oceania,2021,1.46,0.87,2.19,cdc_nhsn_ecdc_hainet,hai_surveillance_2021
pseudomonas_aeruginosa,ward,oceania,2021,0.39,0.23,0.58,cdc_nhsn_ecdc_hainet,hai_surveillance_2021
pseudomonas_aeruginosa,icu,north_america,2022,1.68,1.01,2.52,cdc_nhsn_ecdc_hainet,hai_surveillance_2022
pseudomonas_aeruginosa,ward,north_america,2022,0.45,0.27,0.67,cdc_nhsn_ecdc_hainet,hai_surveillance_2022
pseudomonas_aeruginosa,icu,europe,2022,1.43,0.86,2.14,cdc_nhsn_ecdc_hainet,hai_surveillance_2022
pseudomonas_aeruginosa,ward,europe,2022,0.38,0.23,0.57,cdc_nhsn_ecdc_hainet,hai_surveillance_2022
pseudomonas_aeruginosa,icu,asia,2022,1.93,1.16,2.9,cdc_nhsn_ecdc_hainet,hai_surveillance_2022
pseudomonas_aeruginosa,ward,asia,2022,0.52,0.31,0.77,cdc_nhsn_ecdc_hainet,hai_surveillance_2022
pseudomonas_aeruginosa,icu,africa,2022,2.27,1.36,3.4,cdc_nhsn_ecdc_hainet,hai_surveillance_2022
pseudomonas_aeruginosa,ward,africa,2022,0.6,0.36,0.91,cdc_nhsn_ecdc_hainet,hai_surveillance_2022
pseudomonas_aeruginosa,icu,south_america,2022,2.02,1.21,3.02,cdc_nhsn_ecdc_hainet,hai_surveillance_2022
pseudomonas_aeruginosa,ward,south_america,2022,0.54,0.32,0.81,cdc_nhsn_ecdc_hainet,hai_surveillance_2022
pseudomonas_aeruginosa,icu,oceania,2022,1.51,0.91,2.27,cdc_nhsn_ecdc_hainet,hai_surveillance_2022
pseudomonas_aeruginosa,ward,oceania,2022,0.4,0.24,0.6,cdc_nhsn_ecdc_hainet,hai_surveillance_2022
pseudomonas_aeruginosa,icu,north_america,2023,1.74,1.04,2.61,cdc_nhsn_ecdc_hainet,hai_surveillance_2023
pseudomonas_aeruginosa,ward,north_america,2023,0.46,0.28,0.7,cdc_nhsn_ecdc_hainet,hai_surveillance_2023
pseudomonas_aeruginosa,icu,europe,2023,1.48,0.89,2.22,cdc_nhsn_ecdc_hainet,hai_surveillance_2023
pseudomonas_aeruginosa,ward,europe,2023,0.39,0.24,0.59,cdc_nhsn_ecdc_hainet,hai_surveillance_2023
pseudomonas_aeruginosa,icu,asia,2023,2.0,1.2,3.0,cdc_nhsn_ecdc_hainet,hai_surveillance_2023
pseudomonas_aeruginosa,ward,asia,2023,0.53,0.32,0.8,cdc_nhsn_ecdc_hainet,hai_surveillance_2023
pseudomonas_aeruginosa,icu,africa,2023,2.35,1.41,3.52,cdc_nhsn_ecdc_hainet,hai_surveillance_2023
pseudomonas_aeruginosa,ward,africa,2023,0.63,0.38,0.94,cdc_nhsn_ecdc_hainet,hai_surveillance_2023
pseudomonas_aeruginosa,icu,south_america,2023,2.09,1.25,3.13,cdc_nhsn_ecdc_hainet,hai_surveillance_2023
pseudomonas_aeruginosa,ward,south_america,2023,0.56,0.33,0.84,cdc_nhsn_ecdc_hainet,hai_surveillance_2023
pseudomonas_aeruginosa,icu,oceania,2023,1.57,0.94,2.35,cdc_nhsn_ecdc_hainet,hai_surveillance_2023
pseudomonas_aeruginosa,ward,oceania,2023,0.42,0.25,0.63,cdc_nhsn_ecdc_hainet,hai_surveillance_2023
pseudomonas_aeruginosa,icu,north_america,2024,1.8,1.08,2.7,cdc_nhsn_ecdc_hainet,hai_surveillance_2024
pseudomonas_aeruginosa,ward,north_america,2024,0.48,0.29,0.72,cdc_nhsn_ecdc_hainet,hai_surveillance_2024
pseudomonas_aeruginosa,icu,europe,2024,1.53,0.92,2.29,cdc_nhsn_ecdc_hainet,hai_surveillance_2024
pseudomonas_aeruginosa,ward,europe,2024,0.41,0.24,0.61,cdc_nhsn_ecdc_hainet,hai_surveillance_2024
pseudomonas_aeruginosa,icu,asia,2024,2.07,1.24,3.1,cdc_nhsn_ecdc_hainet,hai_surveillance_2024
pseudomonas_aeruginosa,ward,asia,2024,0.55,0.33,0.83,cdc_nhsn_ecdc_hainet,hai_surveillance_2024
pseudomonas_aeruginosa,icu,africa,2024,2.43,1.46,3.65,cdc_nhsn_ecdc_hainet,hai_surveillance_2024
pseudomonas_aeruginosa,ward,africa,2024,0.65,0.39,0.97,cdc_nhsn_ecdc_hainet,hai_surveillance_2024
pseudomonas_aeruginosa,icu,south_america,2024,2.16,1.3,3.24,cdc_nhsn_ecdc_hainet,hai_surveillance_2024
pseudomonas_aeruginosa,ward,south_america,2024,0.58,0.35,0.86,cdc_nhsn_ecdc_hainet,hai_surveillance_2024
pseudomonas_aeruginosa,icu,oceania,2024,1.62,0.97,2.43,cdc_nhsn_ecdc_hainet,hai_surveillance_2024
pseudomonas_aeruginosa,ward,oceania,2024,0.43,0.26,0.65,cdc_nhsn_ecdc_hainet,hai_surveillance_2024
acinetobacter_baumannii,icu,north_america,2019,0.8,0.48,1.2,cdc_nhsn_ecdc_hainet,hai_surveillance_2019
acinetobacter_baumannii,ward,north_america,2019,0.2,0.12,0.3,cdc_nhsn_ecdc_hainet,hai_surveillance_2019
acinetobacter_baumannii,icu,europe,2019,0.68,0.41,1.02,cdc_nhsn_ecdc_hainet,hai_surveillance_2019
acinetobacter_baumannii,ward,europe,2019,0.17,0.1,0.26,cdc_nhsn_ecdc_hainet,hai_surveillance_2019
acinetobacter_baumannii,icu,asia,2019,0.92,0.55,1.38,cdc_nhsn_ecdc_hainet,hai_surveillance_2019
acinetobacter_baumannii,ward,asia,2019,0.23,0.14,0.34,cdc_nhsn_ecdc_hainet,hai_surveillance_2019
acinetobacter_baumannii,icu,africa,2019,1.08,0.65,1.62,cdc_nhsn_ecdc_hainet,hai_surveillance_2019
acinetobacter_baumannii,ward,africa,2019,0.27,0.16,0.41,cdc_nhsn_ecdc_hainet,hai_surveillance_2019
acinetobacter_baumannii,icu,south_america,2019,0.96,0.58,1.44,cdc_nhsn_ecdc_hainet,hai_surveillance_2019
acinetobacter_baumannii,ward,south_america,2019,0.24,0.14,0.36,cdc_nhsn_ecdc_hainet,hai_surveillance_2019
acinetobacter_baumannii,icu,oceania,2019,0.72,0.43,1.08,cdc_nhsn_ecdc_hainet,hai_surveillance_2019
acinetobacter_baumannii,ward,oceania,2019,0.18,0.11,0.27,cdc_nhsn_ecdc_hainet,hai_surveillance_2019
acinetobacter_baumannii,icu,north_america,2020,0.85,0.51,1.27,cdc_nhsn_ecdc_hainet,hai_surveillance_2020
acinetobacter_baumannii,ward,north_america,2020,0.21,0.13,0.32,cdc_nhsn_ecdc_hainet,hai_surveillance_2020
acinetobacter_baumannii,icu,europe,2020,0.72,0.43,1.08,cdc_nhsn_ecdc_hainet,hai_surveillance_2020
acinetobacter_baumannii,ward,europe,2020,0.18,0.11,0.27,cdc_nhsn_ecdc_hainet,hai_surveillance_2020
acinetobacter_baumannii,icu,asia,2020,0.98,0.59,1.46,cdc_nhsn_ecdc_hainet,hai_surveillance_2020
acinetobacter_baumannii,ward,asia,2020,0.24,0.15,0.37,cdc_nhsn_ecdc_hainet,hai_surveillance_2020
acinetobacter_baumannii,icu,africa,2020,1.14,0.69,1.72,cdc_nhsn_ecdc_hainet,hai_surveillance_2020
acinetobacter_baumannii,ward,africa,2020,0.29,0.17,0.43,cdc_nhsn_ecdc_hainet,hai_surveillance_2020
acinetobacter_baumannii,icu,south_america,2020,1.02,0.61,1.53,cdc_nhsn_ecdc_hainet,hai_surveillance_2020
acinetobacter_baumannii,ward,south_america,2020,0.25,0.15,0.38,cdc_nhsn_ecdc_hainet,hai_surveillance_2020
acinetobacter_baumannii,icu,oceania,2020,0.76,0.46,1.14,cdc_nhsn_ecdc_hainet,hai_surveillance_2020
acinetobacter_baumannii,ward,oceania,2020,0.19,0.11,0.29,cdc_nhsn_ecdc_hainet,hai_surveillance_2020
acinetobacter_baumannii,icu,north_america,2021,0.9,0.54,1.34,cdc_nhsn_ecdc_hainet,hai_surveillance_2021
acinetobacter_baumannii,ward,north_america,2021,0.22,0.13,0.34,cdc_nhsn_ecdc_hainet,hai_surveillance_2021
acinetobacter_baumannii,icu,europe,2021,0.76,0.46,1.14,cdc_nhsn_ecdc_hainet,hai_surveillance_2021
acinetobacter_baumannii,ward,europe,2021,0.19,0.11,0.29,cdc_nhsn_ecdc_hainet,hai_surveillance_2021
acinetobacter_baumannii,icu,asia,2021,1.03,0.62,1.55,cdc_nhsn_ecdc_hainet,hai_surveillance_2021
acinetobacter_baumannii,ward,asia,2021,0.26,0.15,0.39,cdc_nhsn_ecdc_hainet,hai_surveillance_2021
acinetobacter_baumannii,icu,africa,2021,1.21,0.73,1.81,cdc_nhsn_ecdc_hainet,hai_surveillance_2021
acinetobacter_baumannii,ward,africa,2021,0.3,0.18,0.45,cdc_nhsn_ecdc_hainet,hai_surveillance_2021
acinetobacter_baumannii,icu,south_america,2021,1.08,0.65,1.61,cdc_nhsn_ecdc_hainet,hai_surveillance_2021
acinetobacter_baumannii,ward,south_america,2021,0.27,0.16,0.4,cdc_nhsn_ecdc_hainet,hai_surveillance_2021
acinetobacter_baumannii,icu,oceania,2021,0.81,0.48,1.21,cdc_nhsn_ecdc_hainet,hai_surveillance_2021
acinetobacter_baumannii,ward,oceania,2021,0.2,0.12,0.3,cdc_nhsn_ecdc_hainet,hai_surveillance_2021
acinetobacter_baumannii,icu,north_america,2022,0.94,0.57,1.42,cdc_nhsn_ecdc_hainet,hai_surveillance_2022
acinetobacter_baumannii,ward,north_america,2022,0.24,0.14,0.35,cdc_nhsn_ecdc_hainet,hai_surveillance_2022
acinetobacter_baumannii,icu,europe,2022,0.8,0.48,1.2,cdc_nhsn_ecdc_hainet,hai_surveillance_2022
acinetobacter_baumannii,ward,europe,2022,0.2,0.12,0.3,cdc_nhsn_ecdc_hainet,hai_surveillance_2022
acinetobacter_baumannii,icu,asia,2022,1.09,0.65,1.63,cdc_nhsn_ecdc_hainet,hai_surveillance_2022
acinetobacter_baumannii,ward,asia,2022,0.27,0.16,0.41,cdc_nhsn_ecdc_hainet,hai_surveillance_2022
acinetobacter_baumannii,icu,africa,2022,1.27,0.76,1.91,cdc_nhsn_ecdc_hainet,hai_surveillance_2022
acinetobacter_baumannii,ward,africa,2022,0.32,0.19,0.48,cdc_nhsn_ecdc_hainet,hai_surveillance_2022
acinetobacter_baumannii,icu,south_america,2022,1.13,0.68,1.7,cdc_nhsn_ecdc_hainet,hai_surveillance_2022
acinetobacter_baumannii,ward,south_america,2022,0.28,0.17,0.42,cdc_nhsn_ecdc_hainet,hai_surveillance_2022
acinetobacter_baumannii,icu,oceania,2022,0.85,0.51,1.27,cdc_nhsn_ecdc_hainet,hai_surveillance_2022
acinetobacter_baumannii,ward,oceania,2022,0.21,0.13,0.32,cdc_nhsn_ecdc_hainet,hai_surveillance_2022
acinetobacter_baumannii,icu,north_america,2023,0.99,0.6,1.49,cdc_nhsn_ecdc_hainet,hai_surveillance_2023
acinetobacter_baumannii,ward,north_america,2023,0.25,0.15,0.37,cdc_nhsn_ecdc_hainet,hai_surveillance_2023
acinetobacter_baumannii,icu,europe,2023,0.84,0.51,1.26,cdc_nhsn_ecdc_hainet,hai_surveillance_2023
acinetobacter_baumannii,ward,europe,2023,0.21,0.13,0.32,cdc_nhsn_ecdc_hainet,hai_surveillance_2023
acinetobacter_baumannii,icu,asia,2023,1.14,0.68,1.71,cdc_nhsn_ecdc_hainet,hai_surveillance_2023
acinetobacter_baumannii,ward,asia,2023,0.29,0.17,0.43,cdc_nhsn_ecdc_hainet,hai_surveillance_2023
acinetobacter_baumannii,icu,africa,2023,1.34,0.8,2.01,cdc_nhsn_ecdc_hainet,hai_surveillance_2023
acinetobacter_baumannii,ward,africa,2023,0.33,0.2,0.5,cdc_nhsn_ecdc_hainet,hai_surveillance_2023
acinetobacter_baumannii,icu,south_america,2023,1.19,0.71,1.79,cdc_nhsn_ecdc_hainet,hai_surveillance_2023
acinetobacter_baumannii,ward,south_america,2023,0.3,0.18,0.45,cdc_nhsn_ecdc_hainet,hai_surveillance_2023
acinetobacter_baumannii,icu,oceania,2023,0.89,0.54,1.34,cdc_nhsn_ecdc_hainet,hai_surveillance_2023
acinetobacter_baumannii,ward,oceania,2023,0.22,0.13,0.33,cdc_nhsn_ecdc_hainet,hai_surveillance_2023
acinetobacter_baumannii,icu,north_america,2024,1.04,0.62,1.56,cdc_nhsn_ecdc_hainet,hai_surveillance_2024
acinetobacter_baumannii,ward,north_america,2024,0.26,0.16,0.39,cdc_nhsn_ecdc_hainet,hai_surveillance_2024
acinetobacter_baumannii,icu,europe,2024,0.88,0.53,1.33,cdc_nhsn_ecdc_hainet,hai_surveillance_2024
acinetobacter_baumannii,ward,europe,2024,0.22,0.13,0.33,cdc_nhsn_ecdc_hainet,hai_surveillance_2024
acinetobacter_baumannii,icu,asia,2024,1.2,0.72,1.79,cdc_nhsn_ecdc_hainet,hai_surveillance_2024
acinetobacter_baumannii,ward,asia,2024,0.3,0.18,0.45,cdc_nhsn_ecdc_hainet,hai_surveillance_2024
acinetobacter_baumannii,icu,africa,2024,1.4,0.84,2.11,cdc_nhsn_ecdc_hainet,hai_surveillance_2024
acinetobacter_baumannii,ward,africa,2024,0.35,0.21,0.53,cdc_nhsn_ecdc_hainet,hai_surveillance_2024
acinetobacter_baumannii,icu,south_america,2024,1.25,0.75,1.87,cdc_nhsn_ecdc_hainet,hai_surveillance_2024
acinetobacter_baumannii,ward,south_america,2024,0.31,0.19,0.47,cdc_nhsn_ecdc_hainet,hai_surveillance_2024
acinetobacter_baumannii,icu,oceania,2024,0.94,0.56,1.4,cdc_nhsn_ecdc_hainet,hai_surveillance_2024
acinetobacter_baumannii,ward,oceania,2024,0.23,0.14,0.35,cdc_nhsn_ecdc_hainet,hai_surveillance_2024
enterococcus_faecium,icu,north_america,2019,1.2,0.72,1.8,cdc_nhsn_ecdc_hainet,hai_surveillance_2019
enterococcus_faecium,ward,north_america,2019,0.5,0.3,0.75,cdc_nhsn_ecdc_hainet,hai_surveillance_2019
enterococcus_faecium,icu,europe,2019,1.02,0.61,1.53,cdc_nhsn_ecdc_hainet,hai_surveillance_2019
enterococcus_faecium,ward,europe,2019,0.42,0.26,0.64,cdc_nhsn_ecdc_hainet,hai_surveillance_2019
enterococcus_faecium,icu,asia,2019,1.38,0.83,2.07,cdc_nhsn_ecdc_hainet,hai_surveillance_2019
enterococcus_faecium,ward,asia,2019,0.57,0.34,0.86,cdc_nhsn_ecdc_hainet,hai_surveillance_2019
enterococcus_faecium,icu,africa,2019,1.62,0.97,2.43,cdc_nhsn_ecdc_hainet,hai_surveillance_2019
enterococcus_faecium,ward,africa,2019,0.68,0.41,1.01,cdc_nhsn_ecdc_hainet,hai_surveillance_2019
enterococcus_faecium,icu,south_america,2019,1.44,0.86,2.16,cdc_nhsn_ecdc_hainet,hai_surveillance_2019
enterococcus_faecium,ward,south_america,2019,0.6,0.36,0.9,cdc_nhsn_ecdc_hainet,hai_surveillance_2019
enterococcus_faecium,icu,oceania,2019,1.08,0.65,1.62,cdc_nhsn_ecdc_hainet,hai_surveillance_2019
enterococcus_faecium,ward,oceania,2019,0.45,0.27,0.68,cdc_nhsn_ecdc_hainet,hai_surveillance_2019
enterococcus_faecium,icu,north_america,2020,1.22,0.73,1.84,cdc_nhsn_ecdc_hainet,hai_surveillance_2020
enterococcus_faecium,ward,north_america,2020,0.51,0.31,0.77,cdc_nhsn_ecdc_hainet,hai_surveillance_2020
enterococcus_faecium,icu,europe,2020,1.04,0.62,1.56,cdc_nhsn_ecdc_hainet,hai_surveillance_2020
enterococcus_faecium,ward,europe,2020,0.43,0.26,0.65,cdc_nhsn_ecdc_hainet,hai_surveillance_2020
enterococcus_faecium,icu,asia,2020,1.41,0.84,2.11,cdc_nhsn_ecdc_hainet,hai_surveillance_2020
enterococcus_faecium,ward,asia,2020,0.59,0.35,0.88,cdc_nhsn_ecdc_hainet,hai_surveillance_2020
enterococcus_faecium,icu,africa,2020,1.65,0.99,2.48,cdc_nhsn_ecdc_hainet,hai_surveillance_2020
enterococcus_faecium,ward,africa,2020,0.69,0.41,1.03,cdc_nhsn_ecdc_hainet,hai_surveillance_2020
enterococcus_faecium,icu,south_america,2020,1.47,0.88,2.2,cdc_nhsn_ecdc_hainet,hai_surveillance_2020
enterococcus_faecium,ward,south_america,2020,0.61,0.37,0.92,cdc_nhsn_ecdc_hainet,hai_surveillance_2020
enterococcus_faecium,icu,oceania,2020,1.1,0.66,1.65,cdc_nhsn_ecdc_hainet,hai_surveillance_2020
enterococcus_faecium,ward,oceania,2020,0.46,0.28,0.69,cdc_nhsn_ecdc_hainet,hai_surveillance_2020
enterococcus_faecium,icu,north_america,2021,1.25,0.75,1.87,cdc_nhsn_ecdc_hainet,hai_surveillance_2021
enterococcus_faecium,ward,north_america,2021,0.52,0.31,0.78,cdc_nhsn_ecdc_hainet,hai_surveillance_2021
enterococcus_faecium,icu,europe,2021,1.06,0.64,1.59,cdc_nhsn_ecdc_hainet,hai_surveillance_2021
enterococcus_faecium,ward,europe,2021,0.44,0.27,0.66,cdc_nhsn_ecdc_hainet,hai_surveillance_2021
enterococcus_faecium,icu,asia,2021,1.44,0.86,2.15,cdc_nhsn_ecdc_hainet,hai_surveillance_2021
enterococcus_faecium,ward,asia,2021,0.6,0.36,0.9,cdc_nhsn_ecdc_hainet,hai_surveillance_2021
enterococcus_faecium,icu,africa,2021,1.68,1.01,2.53,cdc_nhsn_ecdc_hainet,hai_surveillance_2021
enterococcus_faecium,ward,africa,2021,0.7,0.42,1.05,cdc_nhsn_ecdc_hainet,hai_surveillance_2021
enterococcus_faecium,icu,south_america,2021,1.5,0.9,2.25,cdc_nhsn_ecdc_hainet,hai_surveillance_2021
enterococcus_faecium,ward,south_america,2021,0.62,0.37,0.94,cdc_nhsn_ecdc_hainet,hai_surveillance_2021
enterococcus_faecium,icu,oceania,2021,1.12,0.67,1.68,cdc_nhsn_ecdc_hainet,hai_surveillance_2021
enterococcus_faecium,ward,oceania,2021,0.47,0.28,0.7,cdc_nhsn_ecdc_hainet,hai_surveillance_2021
enterococcus_faecium,icu,north_america,2022,1.27,0.76,1.91,cdc_nhsn_ecdc_hainet,hai_surveillance_2022
enterococcus_faecium,ward,north_america,2022,0.53,0.32,0.8,cdc_nhsn_ecdc_hainet,hai_surveillance_2022
enterococcus_faecium,icu,europe,2022,1.08,0.65,1.62,cdc_nhsn_ecdc_hainet,hai_surveillance_2022
enterococcus_faecium,ward,europe,2022,0.45,0.27,0.68,cdc_nhsn_ecdc_hainet,hai_surveillance_2022
enterococcus_faecium,icu,asia,2022,1.46,0.88,2.19,cdc_nhsn_ecdc_hainet,hai_surveillance_2022
enterococcus_faecium,ward,asia,2022,0.61,0.37,0.91,cdc_nhsn_ecdc_hainet,hai_surveillance_2022
enterococcus_faecium,icu,africa,2022,1.72,1.03,2.58,cdc_nhsn_ecdc_hainet,hai_surveillance_2022
enterococcus_faecium,ward,africa,2022,0.72,0.43,1.07,cdc_nhsn_ecdc_hainet,hai_surveillance_2022
enterococcus_faecium,icu,south_america,2022,1.53,0.92,2.29,cdc_nhsn_ecdc_hainet,hai_surveillance_2022
enterococcus_faecium,ward,south_america,2022,0.64,0.38,0.95,cdc_nhsn_ecdc_hainet,hai_surveillance_2022
enterococcus_faecium,icu,oceania,2022,1.14,0.69,1.72,cdc_nhsn_ecdc_hainet,hai_surveillance_2022
enterococcus_faecium,ward,oceania,2022,0.48,0.29,0.72,cdc_nhsn_ecdc_hainet,hai_surveillance_2022
enterococcus_faecium,icu,north_america,2023,1.3,0.78,1.94,cdc_nhsn_ecdc_hainet,hai_surveillance_2023
enterococcus_faecium,ward,north_america,2023,0.54,0.32,0.81,cdc_nhsn_ecdc_hainet,hai_surveillance_2023
enterococcus_faecium,icu,europe,2023,1.1,0.66,1.65,cdc_nhsn_ecdc_hainet,hai_surveillance_2023
enterococcus_faecium,ward,europe,2023,0.46,0.28,0.69,cdc_nhsn_ecdc_hainet,hai_surveillance_2023
enterococcus_faecium,icu,asia,2023,1.49,0.89,2.24,cdc_nhsn_ecdc_hainet,hai_surveillance_2023
enterococcus_faecium,ward,asia,2023,0.62,0.37,0.93,cdc_nhsn_ecdc_hainet,hai_surveillance_2023
enterococcus_faecium,icu,africa,2023,1.75,1.05,2.62,cdc_nhsn_ecdc_hainet,hai_surveillance_2023
enterococcus_faecium,ward,africa,2023,0.73,0.44,1.09,cdc_nhsn_ecdc_hainet,hai_surveillance_2023
enterococcus_faecium,icu,south_america,2023,1.56,0.93,2.33,cdc_nhsn_ecdc_hainet,hai_surveillance_2023
enterococcus_faecium,ward,south_america,2023,0.65,0.39,0.97,cdc_nhsn_ecdc_hainet,hai_surveillance_2023
enterococcus_faecium,icu,oceania,2023,1.17,0.7,1.75,cdc_nhsn_ecdc_hainet,hai_surveillance_2023
enterococcus_faecium,ward,oceania,2023,0.49,0.29,0.73,cdc_nhsn_ecdc_hainet,hai_surveillance_2023
enterococcus_faecium,icu,north_america,2024,1.32,0.79,1.98,cdc_nhsn_ecdc_hainet,hai_surveillance_2024
enterococcus_faecium,ward,north_america,2024,0.55,0.33,0.83,cdc_nhsn_ecdc_hainet,hai_surveillance_2024
enterococcus_faecium,icu,europe,2024,1.12,0.67,1.68,cdc_nhsn_ecdc_hainet,hai_surveillance_2024
enterococcus_faecium,ward,europe,2024,0.47,0.28,0.7,cdc_nhsn_ecdc_hainet,hai_surveillance_2024
enterococcus_faecium,icu,asia,2024,1.52,0.91,2.28,cdc_nhsn_ecdc_hainet,hai_surveillance_2024
enterococcus_faecium,ward,asia,2024,0.63,0.38,0.95,cdc_nhsn_ecdc_hainet,hai_surveillance_2024
enterococcus_faecium,icu,africa,2024,1.78,1.07,2.67,cdc_nhsn_ecdc_hainet,hai_surveillance_2024
enterococcus_faecium,ward,africa,2024,0.74,0.45,1.11,cdc_nhsn_ecdc_hainet,hai_surveillance_2024
enterococcus_faecium,icu,south_america,2024,1.58,0.95,2.38,cdc_nhsn_ecdc_hainet,hai_surveillance_2024
enterococcus_faecium,ward,south_america,2024,0.66,0.4,0.99,cdc_nhsn_ecdc_hainet,hai_surveillance_2024
enterococcus_faecium,icu,oceania,2024,1.19,0.71,1.78,cdc_nhsn_ecdc_hainet,hai_surveillance_2024
enterococcus_faecium,ward,oceania,2024,0.5,0.3,0.74,cdc_nhsn_ecdc_hainet,hai_surveillance_2024
clostridioides_difficile,icu,north_america,2019,4.5,2.7,6.75,cdc_nhsn_ecdc_hainet,hai_surveillance_2019
clostridioides_difficile,ward,north_america,2019,2.8,1.68,4.2,cdc_nhsn_ecdc_hainet,hai_surveillance_2019
clostridioides_difficile,icu,europe,2019,3.82,2.29,5.74,cdc_nhsn_ecdc_hainet,hai_surveillance_2019
clostridioides_difficile,ward,europe,2019,2.38,1.43,3.57,cdc_nhsn_ecdc_hainet,hai_surveillance_2019
clostridioides_difficile,icu,asia,2019,5.17,3.1,7.76,cdc_nhsn_ecdc_hainet,hai_surveillance_2019
clostridioides_difficile,ward,asia,2019,3.22,1.93,4.83,cdc_nhsn_ecdc_hainet,hai_surveillance_2019
clostridioides_difficile,icu,africa,2019,6.08,3.65,9.11,cdc_nhsn_ecdc_hainet,hai_surveillance_2019
clostridioides_difficile,ward,africa,2019,3.78,2.27,5.67,cdc_nhsn_ecdc_hainet,hai_surveillance_2019
clostridioides_difficile,icu,south_america,2019,5.4,3.24,8.1,cdc_nhsn_ecdc_hainet,hai_surveillance_2019
clostridioides_difficile,ward,south_america,2019,3.36,2.02,5.04,cdc_nhsn_ecdc_hainet,hai_surveillance_2019
clostridioides_difficile,icu,oceania,2019,4.05,2.43,6.07,cdc_nhsn_ecdc_hainet,hai_surveillance_2019
clostridioides_difficile,ward,oceania,2019,2.52,1.51,3.78,cdc_nhsn_ecdc_hainet,hai_surveillance_2019
clostridioides_difficile,icu,north_america,2020,4.46,2.67,6.68,cdc_nhsn_ecdc_hainet,hai_surveillance_2020
clostridioides_difficile,ward,north_america,2020,2.77,1.66,4.16,cdc_nhsn_ecdc_hainet,hai_surveillance_2020
clostridioides_difficile,icu,europe,2020,3.79,2.27,5.68,cdc_nhsn_ecdc_hainet,hai_surveillance_2020
clostridioides_difficile,ward,europe,2020,2.36,1.41,3.53,cdc_nhsn_ecdc_hainet,hai_surveillance_2020
clostridioides_difficile,icu,asia,2020,5.12,3.07,7.68,cdc_nhsn_ecdc_hainet,hai_surveillance_2020
clostridioides_difficile,ward,asia,2020,3.19,1.91,4.78,cdc_nhsn_ecdc_hainet,hai_surveillance_2020
clostridioides_difficile,icu,africa,2020,6.01,3.61,9.02,cdc_nhsn_ecdc_hainet,hai_surveillance_2020
