bacteria,drug,region,year,failure_rate,p5,p95,source_quality,notes
piperacillin_tazobactam,e_coli,north_america,2020,0.131325,0.0919275,0.183855,clinical_trial_rwe,clinical_surveillance_2020
piperacillin_tazobactam,e_coli,europe,2020,0.13905,0.097335,0.19467,clinical_trial_rwe,clinical_surveillance_2020
piperacillin_tazobactam,e_coli,asia,2020,0.177675,0.1243725,0.248745,clinical_trial_rwe,clinical_surveillance_2020
piperacillin_tazobactam,e_coli,africa,2020,0.193125,0.1351875,0.270375,clinical_trial_rwe,clinical_surveillance_2020
piperacillin_tazobactam,e_coli,south_america,2020,0.16995000000000002,0.118965,0.23793,clinical_trial_rwe,clinical_surveillance_2020
piperacillin_tazobactam,e_coli,oceania,2020,0.13596,0.09517199999999999,0.19034399999999999,clinical_trial_rwe,clinical_surveillance_2020
piperacillin_tazobactam,e_coli,north_america,2021,0.13515000000000002,0.09460500000000001,0.18921000000000002,clinical_trial_rwe,clinical_surveillance_2021
piperacillin_tazobactam,e_coli,europe,2021,0.1431,0.10017,0.20034,clinical_trial_rwe,clinical_surveillance_2021
piperacillin_tazobactam,e_coli,asia,2021,0.18284999999999998,0.12799499999999997,0.25598999999999994,clinical_trial_rwe,clinical_surveillance_2021
piperacillin_tazobactam,e_coli,africa,2021,0.19875,0.139125,0.27825,clinical_trial_rwe,clinical_surveillance_2021
piperacillin_tazobactam,e_coli,south_america,2021,0.17490000000000003,0.12243000000000001,0.24486000000000002,clinical_trial_rwe,clinical_surveillance_2021
piperacillin_tazobactam,e_coli,oceania,2021,0.13992000000000002,0.097944,0.195888,clinical_trial_rwe,clinical_surveillance_2021
piperacillin_tazobactam,e_coli,north_america,2022,0.13897500000000002,0.09728250000000001,0.19456500000000002,clinical_trial_rwe,clinical_surveillance_2022
piperacillin_tazobactam,e_coli,europe,2022,0.14715000000000003,0.10300500000000001,0.20601000000000003,clinical_trial_rwe,clinical_surveillance_2022
piperacillin_tazobactam,e_coli,asia,2022,0.188025,0.1316175,0.263235,clinical_trial_rwe,clinical_surveillance_2022
piperacillin_tazobactam,e_coli,africa,2022,0.20437500000000003,0.1430625,0.286125,clinical_trial_rwe,clinical_surveillance_2022
piperacillin_tazobactam,e_coli,south_america,2022,0.17985,0.125895,0.25179,clinical_trial_rwe,clinical_surveillance_2022
piperacillin_tazobactam,e_coli,oceania,2022,0.14388,0.100716,0.201432,clinical_trial_rwe,clinical_surveillance_2022
piperacillin_tazobactam,e_coli,north_america,2023,0.1428,0.09996000000000001,0.19992000000000001,clinical_trial_rwe,clinical_surveillance_2023
piperacillin_tazobactam,e_coli,europe,2023,0.15120000000000003,0.10584000000000002,0.21168000000000003,clinical_trial_rwe,clinical_surveillance_2023
piperacillin_tazobactam,e_coli,asia,2023,0.1932,0.13524,0.27048,clinical_trial_rwe,clinical_surveillance_2023
piperacillin_tazobactam,e_coli,africa,2023,0.21000000000000002,0.147,0.294,clinical_trial_rwe,clinical_surveillance_2023
piperacillin_tazobactam,e_coli,south_america,2023,0.18480000000000002,0.12936,0.25872,clinical_trial_rwe,clinical_surveillance_2023
piperacillin_tazobactam,e_coli,oceania,2023,0.14784000000000003,0.10348800000000001,0.20697600000000002,clinical_trial_rwe,clinical_surveillance_2023
piperacillin_tazobactam,e_coli,north_america,2024,0.14662499999999998,0.10263749999999998,0.20527499999999996,clinical_trial_rwe,clinical_surveillance_2024
piperacillin_tazobactam,e_coli,europe,2024,0.15525,0.108675,0.21735,clinical_trial_rwe,clinical_surveillance_2024
piperacillin_tazobactam,e_coli,asia,2024,0.19837499999999997,0.13886249999999997,0.27772499999999994,clinical_trial_rwe,clinical_surveillance_2024
piperacillin_tazobactam,e_coli,africa,2024,0.21562499999999998,0.15093749999999997,0.30187499999999995,clinical_trial_rwe,clinical_surveillance_2024
piperacillin_tazobactam,e_coli,south_america,2024,0.18975,0.132825,0.26565,clinical_trial_rwe,clinical_surveillance_2024
piperacillin_tazobactam,e_coli,oceania,2024,0.1518,0.10626,0.21252,clinical_trial_rwe,clinical_surveillance_2024
piperacillin_tazobactam,k_pneumoniae,north_america,2019,0.2125,0.14875,0.2975,clinical_trial_rwe,clinical_surveillance_2019
piperacillin_tazobactam,k_pneumoniae,europe,2019,0.225,0.1575,0.315,clinical_trial_rwe,clinical_surveillance_2019
piperacillin_tazobactam,k_pneumoniae,asia,2019,0.2875,0.20124999999999998,0.40249999999999997,clinical_trial_rwe,clinical_surveillance_2019
piperacillin_tazobactam,k_pneumoniae,africa,2019,0.3125,0.21875,0.4375,clinical_trial_rwe,clinical_surveillance_2019
piperacillin_tazobactam,k_pneumoniae,south_america,2019,0.275,0.1925,0.385,clinical_trial_rwe,clinical_surveillance_2019
piperacillin_tazobactam,k_pneumoniae,oceania,2019,0.22,0.154,0.308,clinical_trial_rwe,clinical_surveillance_2019
piperacillin_tazobactam,k_pneumoniae,north_america,2020,0.218875,0.15321249999999997,0.30642499999999995,clinical_trial_rwe,clinical_surveillance_2020
piperacillin_tazobactam,k_pneumoniae,europe,2020,0.23175,0.162225,0.32445,clinical_trial_rwe,clinical_surveillance_2020
piperacillin_tazobactam,k_pneumoniae,asia,2020,0.29612499999999997,0.20728749999999996,0.4145749999999999,clinical_trial_rwe,clinical_surveillance_2020
piperacillin_tazobactam,k_pneumoniae,africa,2020,0.321875,0.2253125,0.450625,clinical_trial_rwe,clinical_surveillance_2020
piperacillin_tazobactam,k_pneumoniae,south_america,2020,0.28325000000000006,0.19827500000000003,0.39655000000000007,clinical_trial_rwe,clinical_surveillance_2020
piperacillin_tazobactam,k_pneumoniae,oceania,2020,0.2266,0.15861999999999998,0.31723999999999997,clinical_trial_rwe,clinical_surveillance_2020
piperacillin_tazobactam,k_pneumoniae,north_america,2021,0.22525,0.15767499999999998,0.31534999999999996,clinical_trial_rwe,clinical_surveillance_2021
piperacillin_tazobactam,k_pneumoniae,europe,2021,0.23850000000000002,0.16695000000000002,0.33390000000000003,clinical_trial_rwe,clinical_surveillance_2021
piperacillin_tazobactam,k_pneumoniae,asia,2021,0.30474999999999997,0.21332499999999996,0.4266499999999999,clinical_trial_rwe,clinical_surveillance_2021
piperacillin_tazobactam,k_pneumoniae,africa,2021,0.33125000000000004,0.23187500000000003,0.46375000000000005,clinical_trial_rwe,clinical_surveillance_2021
piperacillin_tazobactam,k_pneumoniae,south_america,2021,0.29150000000000004,0.20405,0.4081,clinical_trial_rwe,clinical_surveillance_2021
piperacillin_tazobactam,k_pneumoniae,oceania,2021,0.23320000000000002,0.16324,0.32648,clinical_trial_rwe,clinical_surveillance_2021
piperacillin_tazobactam,k_pneumoniae,north_america,2022,0.231625,0.1621375,0.324275,clinical_trial_rwe,clinical_surveillance_2022
piperacillin_tazobactam,k_pneumoniae,europe,2022,0.24525000000000002,0.171675,0.34335,clinical_trial_rwe,clinical_surveillance_2022
piperacillin_tazobactam,k_pneumoniae,asia,2022,0.313375,0.2193625,0.438725,clinical_trial_rwe,clinical_surveillance_2022
piperacillin_tazobactam,k_pneumoniae,africa,2022,0.340625,0.2384375,0.476875,clinical_trial_rwe,clinical_surveillance_2022
piperacillin_tazobactam,k_pneumoniae,south_america,2022,0.29975000000000007,0.20982500000000004,0.4196500000000001,clinical_trial_rwe,clinical_surveillance_2022
piperacillin_tazobactam,k_pneumoniae,oceania,2022,0.2398,0.16786,0.33572,clinical_trial_rwe,clinical_surveillance_2022
piperacillin_tazobactam,k_pneumoniae,north_america,2023,0.23800000000000002,0.1666,0.3332,clinical_trial_rwe,clinical_surveillance_2023
piperacillin_tazobactam,k_pneumoniae,europe,2023,0.25200000000000006,0.17640000000000003,0.35280000000000006,clinical_trial_rwe,clinical_surveillance_2023
piperacillin_tazobactam,k_pneumoniae,asia,2023,0.322,0.2254,0.4508,clinical_trial_rwe,clinical_surveillance_2023
piperacillin_tazobactam,k_pneumoniae,africa,2023,0.35000000000000003,0.245,0.49,clinical_trial_rwe,clinical_surveillance_2023
piperacillin_tazobactam,k_pneumoniae,south_america,2023,0.30800000000000005,0.2156,0.4312,clinical_trial_rwe,clinical_surveillance_2023
piperacillin_tazobactam,k_pneumoniae,oceania,2023,0.24640000000000004,0.17248000000000002,0.34496000000000004,clinical_trial_rwe,clinical_surveillance_2023
piperacillin_tazobactam,k_pneumoniae,north_america,2024,0.24437499999999998,0.17106249999999998,0.34212499999999996,clinical_trial_rwe,clinical_surveillance_2024
piperacillin_tazobactam,k_pneumoniae,europe,2024,0.25875,0.18112499999999998,0.36224999999999996,clinical_trial_rwe,clinical_surveillance_2024
piperacillin_tazobactam,k_pneumoniae,asia,2024,0.33062499999999995,0.23143749999999993,0.46287499999999987,clinical_trial_rwe,clinical_surveillance_2024
piperacillin_tazobactam,k_pneumoniae,africa,2024,0.359375,0.25156249999999997,0.5031249999999999,clinical_trial_rwe,clinical_surveillance_2024
piperacillin_tazobactam,k_pneumoniae,south_america,2024,0.31625,0.22137499999999996,0.4427499999999999,clinical_trial_rwe,clinical_surveillance_2024
piperacillin_tazobactam,k_pneumoniae,oceania,2024,0.253,0.17709999999999998,0.35419999999999996,clinical_trial_rwe,clinical_surveillance_2024
piperacillin_tazobactam,p_aeruginosa,north_america,2019,0.2975,0.20825,0.4165,clinical_trial_rwe,clinical_surveillance_2019
piperacillin_tazobactam,p_aeruginosa,europe,2019,0.315,0.22049999999999997,0.44099999999999995,clinical_trial_rwe,clinical_surveillance_2019
piperacillin_tazobactam,p_aeruginosa,asia,2019,0.40249999999999997,0.28174999999999994,0.5634999999999999,clinical_trial_rwe,clinical_surveillance_2019
piperacillin_tazobactam,p_aeruginosa,africa,2019,0.4375,0.30624999999999997,0.6124999999999999,clinical_trial_rwe,clinical_surveillance_2019
piperacillin_tazobactam,p_aeruginosa,south_america,2019,0.385,0.26949999999999996,0.5389999999999999,clinical_trial_rwe,clinical_surveillance_2019
piperacillin_tazobactam,p_aeruginosa,oceania,2019,0.308,0.21559999999999999,0.43119999999999997,clinical_trial_rwe,clinical_surveillance_2019
piperacillin_tazobactam,p_aeruginosa,north_america,2020,0.306425,0.21449749999999998,0.42899499999999996,clinical_trial_rwe,clinical_surveillance_2020
piperacillin_tazobactam,p_aeruginosa,europe,2020,0.32445,0.22711499999999998,0.45422999999999997,clinical_trial_rwe,clinical_surveillance_2020
piperacillin_tazobactam,p_aeruginosa,asia,2020,0.41457499999999997,0.2902025,0.580405,clinical_trial_rwe,clinical_surveillance_2020
piperacillin_tazobactam,p_aeruginosa,africa,2020,0.450625,0.3154375,0.630875,clinical_trial_rwe,clinical_surveillance_2020
piperacillin_tazobactam,p_aeruginosa,south_america,2020,0.39655,0.27758499999999997,0.5551699999999999,clinical_trial_rwe,clinical_surveillance_2020
piperacillin_tazobactam,p_aeruginosa,oceania,2020,0.31724,0.222068,0.444136,clinical_trial_rwe,clinical_surveillance_2020
piperacillin_tazobactam,p_aeruginosa,north_america,2021,0.31535,0.220745,0.44149,clinical_trial_rwe,clinical_surveillance_2021
piperacillin_tazobactam,p_aeruginosa,europe,2021,0.33390000000000003,0.23373,0.46746,clinical_trial_rwe,clinical_surveillance_2021
piperacillin_tazobactam,p_aeruginosa,asia,2021,0.42665,0.29865499999999995,0.5973099999999999,clinical_trial_rwe,clinical_surveillance_2021
piperacillin_tazobactam,p_aeruginosa,africa,2021,0.46375,0.324625,0.64925,clinical_trial_rwe,clinical_surveillance_2021
piperacillin_tazobactam,p_aeruginosa,south_america,2021,0.4081,0.28567,0.57134,clinical_trial_rwe,clinical_surveillance_2021
piperacillin_tazobactam,p_aeruginosa,oceania,2021,0.32648,0.228536,0.457072,clinical_trial_rwe,clinical_surveillance_2021
piperacillin_tazobactam,p_aeruginosa,north_america,2022,0.32427500000000004,0.2269925,0.453985,clinical_trial_rwe,clinical_surveillance_2022
piperacillin_tazobactam,p_aeruginosa,europe,2022,0.34335000000000004,0.240345,0.48069,clinical_trial_rwe,clinical_surveillance_2022
piperacillin_tazobactam,p_aeruginosa,asia,2022,0.438725,0.3071075,0.614215,clinical_trial_rwe,clinical_surveillance_2022
piperacillin_tazobactam,p_aeruginosa,africa,2022,0.47687500000000005,0.3338125,0.667625,clinical_trial_rwe,clinical_surveillance_2022
piperacillin_tazobactam,p_aeruginosa,south_america,2022,0.41965,0.293755,0.58751,clinical_trial_rwe,clinical_surveillance_2022
piperacillin_tazobactam,p_aeruginosa,oceania,2022,0.33572,0.235004,0.470008,clinical_trial_rwe,clinical_surveillance_2022
piperacillin_tazobactam,p_aeruginosa,north_america,2023,0.3332,0.23323999999999998,0.46647999999999995,clinical_trial_rwe,clinical_surveillance_2023
piperacillin_tazobactam,p_aeruginosa,europe,2023,0.35280000000000006,0.24696,0.49392,clinical_trial_rwe,clinical_surveillance_2023
piperacillin_tazobactam,p_aeruginosa,asia,2023,0.45080000000000003,0.31556,0.63112,clinical_trial_rwe,clinical_surveillance_2023
piperacillin_tazobactam,p_aeruginosa,africa,2023,0.49000000000000005,0.343,0.686,clinical_trial_rwe,clinical_surveillance_2023
piperacillin_tazobactam,p_aeruginosa,south_america,2023,0.4312,0.30184,0.60368,clinical_trial_rwe,clinical_surveillance_2023
piperacillin_tazobactam,p_aeruginosa,oceania,2023,0.34496000000000004,0.24147200000000002,0.48294400000000004,clinical_trial_rwe,clinical_surveillance_2023
piperacillin_tazobactam,p_aeruginosa,north_america,2024,0.34212499999999996,0.23948749999999996,0.47897499999999993,clinical_trial_rwe,clinical_surveillance_2024
piperacillin_tazobactam,p_aeruginosa,europe,2024,0.36224999999999996,0.25357499999999994,0.5071499999999999,clinical_trial_rwe,clinical_surveillance_2024
piperacillin_tazobactam,p_aeruginosa,asia,2024,0.4628749999999999,0.3240124999999999,0.6480249999999999,clinical_trial_rwe,clinical_surveillance_2024
piperacillin_tazobactam,p_aeruginosa,africa,2024,0.5031249999999999,0.35218749999999993,0.7043749999999999,clinical_trial_rwe,clinical_surveillance_2024
piperacillin_tazobactam,p_aeruginosa,south_america,2024,0.44275,0.30992499999999995,0.6198499999999999,clinical_trial_rwe,clinical_surveillance_2024
piperacillin_tazobactam,p_aeruginosa,oceania,2024,0.35419999999999996,0.24793999999999997,0.49587999999999993,clinical_trial_rwe,clinical_surveillance_2024
ceftriaxone,e_coli,north_america,2019,0.17,0.119,0.238,clinical_trial_rwe,clinical_surveillance_2019
ceftriaxone,e_coli,europe,2019,0.18000000000000002,0.126,0.252,clinical_trial_rwe,clinical_surveillance_2019
ceftriaxone,e_coli,asia,2019,0.22999999999999998,0.16099999999999998,0.32199999999999995,clinical_trial_rwe,clinical_surveillance_2019
ceftriaxone,e_coli,africa,2019,0.25,0.175,0.35,clinical_trial_rwe,clinical_surveillance_2019
ceftriaxone,e_coli,south_america,2019,0.22000000000000003,0.154,0.308,clinical_trial_rwe,clinical_surveillance_2019
ceftriaxone,e_coli,oceania,2019,0.17600000000000002,0.1232,0.2464,clinical_trial_rwe,clinical_surveillance_2019
ceftriaxone,e_coli,north_america,2020,0.1751,0.12257,0.24514,clinical_trial_rwe,clinical_surveillance_2020
ceftriaxone,e_coli,europe,2020,0.18540000000000004,0.12978,0.25956,clinical_trial_rwe,clinical_surveillance_2020
ceftriaxone,e_coli,asia,2020,0.2369,0.16582999999999998,0.33165999999999995,clinical_trial_rwe,clinical_surveillance_2020
ceftriaxone,e_coli,africa,2020,0.2575,0.18025,0.3605,clinical_trial_rwe,clinical_surveillance_2020
ceftriaxone,e_coli,south_america,2020,0.22660000000000002,0.15862,0.31724,clinical_trial_rwe,clinical_surveillance_2020
ceftriaxone,e_coli,oceania,2020,0.18128000000000002,0.126896,0.253792,clinical_trial_rwe,clinical_surveillance_2020
ceftriaxone,e_coli,north_america,2021,0.18020000000000003,0.12614,0.25228,clinical_trial_rwe,clinical_surveillance_2021
ceftriaxone,e_coli,europe,2021,0.19080000000000003,0.13356,0.26712,clinical_trial_rwe,clinical_surveillance_2021
ceftriaxone,e_coli,asia,2021,0.2438,0.17065999999999998,0.34131999999999996,clinical_trial_rwe,clinical_surveillance_2021
ceftriaxone,e_coli,africa,2021,0.265,0.1855,0.371,clinical_trial_rwe,clinical_surveillance_2021
ceftriaxone,e_coli,south_america,2021,0.23320000000000005,0.16324000000000002,0.32648000000000005,clinical_trial_rwe,clinical_surveillance_2021
ceftriaxone,e_coli,oceania,2021,0.18656000000000003,0.130592,0.261184,clinical_trial_rwe,clinical_surveillance_2021
ceftriaxone,e_coli,north_america,2022,0.18530000000000002,0.12971000000000002,0.25942000000000004,clinical_trial_rwe,clinical_surveillance_2022
ceftriaxone,e_coli,europe,2022,0.19620000000000004,0.13734000000000002,0.27468000000000004,clinical_trial_rwe,clinical_surveillance_2022
ceftriaxone,e_coli,asia,2022,0.2507,0.17548999999999998,0.35097999999999996,clinical_trial_rwe,clinical_surveillance_2022
ceftriaxone,e_coli,africa,2022,0.2725,0.19075,0.3815,clinical_trial_rwe,clinical_surveillance_2022
ceftriaxone,e_coli,south_america,2022,0.23980000000000004,0.16786,0.33572,clinical_trial_rwe,clinical_surveillance_2022
ceftriaxone,e_coli,oceania,2022,0.19184000000000004,0.13428800000000002,0.26857600000000004,clinical_trial_rwe,clinical_surveillance_2022
ceftriaxone,e_coli,north_america,2023,0.19040000000000004,0.13328,0.26656,clinical_trial_rwe,clinical_surveillance_2023
ceftriaxone,e_coli,europe,2023,0.20160000000000003,0.14112000000000002,0.28224000000000005,clinical_trial_rwe,clinical_surveillance_2023
ceftriaxone,e_coli,asia,2023,0.2576,0.18031999999999998,0.36063999999999996,clinical_trial_rwe,clinical_surveillance_2023
ceftriaxone,e_coli,africa,2023,0.28,0.196,0.392,clinical_trial_rwe,clinical_surveillance_2023
ceftriaxone,e_coli,south_america,2023,0.24640000000000006,0.17248000000000002,0.34496000000000004,clinical_trial_rwe,clinical_surveillance_2023
ceftriaxone,e_coli,oceania,2023,0.19712000000000005,0.13798400000000002,0.27596800000000005,clinical_trial_rwe,clinical_surveillance_2023
ceftriaxone,e_coli,north_america,2024,0.1955,0.13685,0.2737,clinical_trial_rwe,clinical_surveillance_2024
ceftriaxone,e_coli,europe,2024,0.20700000000000002,0.1449,0.2898,clinical_trial_rwe,clinical_surveillance_2024
ceftriaxone,e_coli,asia,2024,0.26449999999999996,0.18514999999999995,0.3702999999999999,clinical_trial_rwe,clinical_surveillance_2024
ceftriaxone,e_coli,africa,2024,0.2875,0.20124999999999998,0.40249999999999997,clinical_trial_rwe,clinical_surveillance_2024
ceftriaxone,e_coli,south_america,2024,0.253,0.17709999999999998,0.35419999999999996,clinical_trial_rwe,clinical_surveillance_2024
ceftriaxone,e_coli,oceania,2024,0.2024,0.14168,0.28336,clinical_trial_rwe,clinical_surveillance_2024
ceftriaxone,k_pneumoniae,north_america,2019,0.255,0.1785,0.357,clinical_trial_rwe,clinical_surveillance_2019
ceftriaxone,k_pneumoniae,europe,2019,0.27,0.189,0.378,clinical_trial_rwe,clinical_surveillance_2019
ceftriaxone,k_pneumoniae,asia,2019,0.345,0.24149999999999996,0.48299999999999993,clinical_trial_rwe,clinical_surveillance_2019
ceftriaxone,k_pneumoniae,africa,2019,0.375,0.26249999999999996,0.5249999999999999,clinical_trial_rwe,clinical_surveillance_2019
ceftriaxone,k_pneumoniae,south_america,2019,0.33,0.23099999999999998,0.46199999999999997,clinical_trial_rwe,clinical_surveillance_2019
ceftriaxone,k_pneumoniae,oceania,2019,0.264,0.1848,0.3696,clinical_trial_rwe,clinical_surveillance_2019
ceftriaxone,k_pneumoniae,north_america,2020,0.26265,0.183855,0.36771,clinical_trial_rwe,clinical_surveillance_2020
ceftriaxone,k_pneumoniae,europe,2020,0.2781,0.19467,0.38934,clinical_trial_rwe,clinical_surveillance_2020
ceftriaxone,k_pneumoniae,asia,2020,0.35535,0.248745,0.49749,clinical_trial_rwe,clinical_surveillance_2020
ceftriaxone,k_pneumoniae,africa,2020,0.38625,0.270375,0.54075,clinical_trial_rwe,clinical_surveillance_2020
ceftriaxone,k_pneumoniae,south_america,2020,0.33990000000000004,0.23793,0.47586,clinical_trial_rwe,clinical_surveillance_2020
ceftriaxone,k_pneumoniae,oceania,2020,0.27192,0.19034399999999999,0.38068799999999997,clinical_trial_rwe,clinical_surveillance_2020
ceftriaxone,k_pneumoniae,north_america,2021,0.27030000000000004,0.18921000000000002,0.37842000000000003,clinical_trial_rwe,clinical_surveillance_2021
ceftriaxone,k_pneumoniae,europe,2021,0.2862,0.20034,0.40068,clinical_trial_rwe,clinical_surveillance_2021
ceftriaxone,k_pneumoniae,asia,2021,0.36569999999999997,0.25598999999999994,0.5119799999999999,clinical_trial_rwe,clinical_surveillance_2021
ceftriaxone,k_pneumoniae,africa,2021,0.3975,0.27825,0.5565,clinical_trial_rwe,clinical_surveillance_2021
ceftriaxone,k_pneumoniae,south_america,2021,0.34980000000000006,0.24486000000000002,0.48972000000000004,clinical_trial_rwe,clinical_surveillance_2021
ceftriaxone,k_pneumoniae,oceania,2021,0.27984000000000003,0.195888,0.391776,clinical_trial_rwe,clinical_surveillance_2021
ceftriaxone,k_pneumoniae,north_america,2022,0.27795000000000003,0.19456500000000002,0.38913000000000003,clinical_trial_rwe,clinical_surveillance_2022
ceftriaxone,k_pneumoniae,europe,2022,0.29430000000000006,0.20601000000000003,0.41202000000000005,clinical_trial_rwe,clinical_surveillance_2022
ceftriaxone,k_pneumoniae,asia,2022,0.37605,0.263235,0.52647,clinical_trial_rwe,clinical_surveillance_2022
ceftriaxone,k_pneumoniae,africa,2022,0.40875000000000006,0.286125,0.57225,clinical_trial_rwe,clinical_surveillance_2022
ceftriaxone,k_pneumoniae,south_america,2022,0.3597,0.25179,0.50358,clinical_trial_rwe,clinical_surveillance_2022
ceftriaxone,k_pneumoniae,oceania,2022,0.28776,0.201432,0.402864,clinical_trial_rwe,clinical_surveillance_2022
ceftriaxone,k_pneumoniae,north_america,2023,0.2856,0.19992000000000001,0.39984000000000003,clinical_trial_rwe,clinical_surveillance_2023
ceftriaxone,k_pneumoniae,europe,2023,0.30240000000000006,0.21168000000000003,0.42336000000000007,clinical_trial_rwe,clinical_surveillance_2023
ceftriaxone,k_pneumoniae,asia,2023,0.3864,0.27048,0.54096,clinical_trial_rwe,clinical_surveillance_2023
ceftriaxone,k_pneumoniae,africa,2023,0.42000000000000004,0.294,0.588,clinical_trial_rwe,clinical_surveillance_2023
ceftriaxone,k_pneumoniae,south_america,2023,0.36960000000000004,0.25872,0.51744,clinical_trial_rwe,clinical_surveillance_2023
ceftriaxone,k_pneumoniae,oceania,2023,0.29568000000000005,0.20697600000000002,0.41395200000000004,clinical_trial_rwe,clinical_surveillance_2023
ceftriaxone,k_pneumoniae,north_america,2024,0.29324999999999996,0.20527499999999996,0.4105499999999999,clinical_trial_rwe,clinical_surveillance_2024
ceftriaxone,k_pneumoniae,europe,2024,0.3105,0.21735,0.4347,clinical_trial_rwe,clinical_surveillance_2024
ceftriaxone,k_pneumoniae,asia,2024,0.39674999999999994,0.27772499999999994,0.5554499999999999,clinical_trial_rwe,clinical_surveillance_2024
ceftriaxone,k_pneumoniae,africa,2024,0.43124999999999997,0.30187499999999995,0.6037499999999999,clinical_trial_rwe,clinical_surveillance_2024
ceftriaxone,k_pneumoniae,south_america,2024,0.3795,0.26565,0.5313,clinical_trial_rwe,clinical_surveillance_2024
ceftriaxone,k_pneumoniae,oceania,2024,0.3036,0.21252,0.42504,clinical_trial_rwe,clinical_surveillance_2024
ceftriaxone,s_pneumoniae,north_america,2019,0.1275,0.08925,0.1785,clinical_trial_rwe,clinical_surveillance_2019
ceftriaxone,s_pneumoniae,europe,2019,0.135,0.0945,0.189,clinical_trial_rwe,clinical_surveillance_2019
ceftriaxone,s_pneumoniae,asia,2019,0.1725,0.12074999999999998,0.24149999999999996,clinical_trial_rwe,clinical_surveillance_2019
ceftriaxone,s_pneumoniae,africa,2019,0.1875,0.13124999999999998,0.26249999999999996,clinical_trial_rwe,clinical_surveillance_2019
ceftriaxone,s_pneumoniae,south_america,2019,0.165,0.11549999999999999,0.23099999999999998,clinical_trial_rwe,clinical_surveillance_2019
ceftriaxone,s_pneumoniae,oceania,2019,0.132,0.0924,0.1848,clinical_trial_rwe,clinical_surveillance_2019
ceftriaxone,s_pneumoniae,north_america,2020,0.131325,0.0919275,0.183855,clinical_trial_rwe,clinical_surveillance_2020
ceftriaxone,s_pneumoniae,europe,2020,0.13905,0.097335,0.19467,clinical_trial_rwe,clinical_surveillance_2020
ceftriaxone,s_pneumoniae,asia,2020,0.177675,0.1243725,0.248745,clinical_trial_rwe,clinical_surveillance_2020
ceftriaxone,s_pneumoniae,africa,2020,0.193125,0.1351875,0.270375,clinical_trial_rwe,clinical_surveillance_2020
ceftriaxone,s_pneumoniae,south_america,2020,0.16995000000000002,0.118965,0.23793,clinical_trial_rwe,clinical_surveillance_2020
ceftriaxone,s_pneumoniae,oceania,2020,0.13596,0.09517199999999999,0.19034399999999999,clinical_trial_rwe,clinical_surveillance_2020
ceftriaxone,s_pneumoniae,north_america,2021,0.13515000000000002,0.09460500000000001,0.18921000000000002,clinical_trial_rwe,clinical_surveillance_2021
ceftriaxone,s_pneumoniae,europe,2021,0.1431,0.10017,0.20034,clinical_trial_rwe,clinical_surveillance_2021
ceftriaxone,s_pneumoniae,asia,2021,0.18284999999999998,0.12799499999999997,0.25598999999999994,clinical_trial_rwe,clinical_surveillance_2021
ceftriaxone,s_pneumoniae,africa,2021,0.19875,0.139125,0.27825,clinical_trial_rwe,clinical_surveillance_2021
ceftriaxone,s_pneumoniae,south_america,2021,0.17490000000000003,0.12243000000000001,0.24486000000000002,clinical_trial_rwe,clinical_surveillance_2021
ceftriaxone,s_pneumoniae,oceania,2021,0.13992000000000002,0.097944,0.195888,clinical_trial_rwe,clinical_surveillance_2021
ceftriaxone,s_pneumoniae,north_america,2022,0.13897500000000002,0.09728250000000001,0.19456500000000002,clinical_trial_rwe,clinical_surveillance_2022
ceftriaxone,s_pneumoniae,europe,2022,0.14715000000000003,0.10300500000000001,0.20601000000000003,clinical_trial_rwe,clinical_surveillance_2022
ceftriaxone,s_pneumoniae,asia,2022,0.188025,0.1316175,0.263235,clinical_trial_rwe,clinical_surveillance_2022
ceftriaxone,s_pneumoniae,africa,2022,0.20437500000000003,0.1430625,0.286125,clinical_trial_rwe,clinical_surveillance_2022
ceftriaxone,s_pneumoniae,south_america,2022,0.17985,0.125895,0.25179,clinical_trial_rwe,clinical_surveillance_2022
ceftriaxone,s_pneumoniae,oceania,2022,0.14388,0.100716,0.201432,clinical_trial_rwe,clinical_surveillance_2022
ceftriaxone,s_pneumoniae,north_america,2023,0.1428,0.09996000000000001,0.19992000000000001,clinical_trial_rwe,clinical_surveillance_2023
ceftriaxone,s_pneumoniae,europe,2023,0.15120000000000003,0.10584000000000002,0.21168000000000003,clinical_trial_rwe,clinical_surveillance_2023
ceftriaxone,s_pneumoniae,asia,2023,0.1932,0.13524,0.27048,clinical_trial_rwe,clinical_surveillance_2023
ceftriaxone,s_pneumoniae,africa,2023,0.21000000000000002,0.147,0.294,clinical_trial_rwe,clinical_surveillance_2023
ceftriaxone,s_pneumoniae,south_america,2023,0.18480000000000002,0.12936,0.25872,clinical_trial_rwe,clinical_surveillance_2023
ceftriaxone,s_pneumoniae,oceania,2023,0.14784000000000003,0.10348800000000001,0.20697600000000002,clinical_trial_rwe,clinical_surveillance_2023
ceftriaxone,s_pneumoniae,north_america,2024,0.14662499999999998,0.10263749999999998,0.20527499999999996,clinical_trial_rwe,clinical_surveillance_2024
ceftriaxone,s_pneumoniae,europe,2024,0.15525,0.108675,0.21735,clinical_trial_rwe,clinical_surveillance_2024
ceftriaxone,s_pneumoniae,asia,2024,0.19837499999999997,0.13886249999999997,0.27772499999999994,clinical_trial_rwe,clinical_surveillance_2024
