bacteria,drug,region,year,mic50,mic90,resistant_threshold,p5,p95,source_quality,notes
klebsiella_pneumoniae,meropenem,north_america,2022,0.069,9.2,8.0,0.021,11.04,eucast_clsi_surveillance,breakpoint_surveillance_2022
klebsiella_pneumoniae,meropenem,europe,2022,0.076,10.12,8.0,0.023,12.144,eucast_clsi_surveillance,breakpoint_surveillance_2022
klebsiella_pneumoniae,meropenem,asia,2022,0.09,11.96,8.0,0.027,14.352,eucast_clsi_surveillance,breakpoint_surveillance_2022
klebsiella_pneumoniae,meropenem,africa,2022,0.097,12.88,8.0,0.029,15.456,eucast_clsi_surveillance,breakpoint_surveillance_2022
klebsiella_pneumoniae,meropenem,south_america,2022,0.083,11.04,8.0,0.025,13.248,eucast_clsi_surveillance,breakpoint_surveillance_2022
klebsiella_pneumoniae,meropenem,oceania,2022,0.066,8.74,8.0,0.02,10.488,eucast_clsi_surveillance,breakpoint_surveillance_2022
klebsiella_pneumoniae,meropenem,north_america,2023,0.072,9.6,8.0,0.022,11.52,eucast_clsi_surveillance,breakpoint_surveillance_2023
klebsiella_pneumoniae,meropenem,europe,2023,0.079,10.56,8.0,0.024,12.672,eucast_clsi_surveillance,breakpoint_surveillance_2023
klebsiella_pneumoniae,meropenem,asia,2023,0.094,12.48,8.0,0.028,14.976,eucast_clsi_surveillance,breakpoint_surveillance_2023
klebsiella_pneumoniae,meropenem,africa,2023,0.101,13.44,8.0,0.03,16.128,eucast_clsi_surveillance,breakpoint_surveillance_2023
klebsiella_pneumoniae,meropenem,south_america,2023,0.086,11.52,8.0,0.026,13.824,eucast_clsi_surveillance,breakpoint_surveillance_2023
klebsiella_pneumoniae,meropenem,oceania,2023,0.068,9.12,8.0,0.021,10.944,eucast_clsi_surveillance,breakpoint_surveillance_2023
klebsiella_pneumoniae,meropenem,north_america,2024,0.075,10.0,8.0,0.022,12.0,eucast_clsi_surveillance,breakpoint_surveillance_2024
klebsiella_pneumoniae,meropenem,europe,2024,0.083,11.0,8.0,0.025,13.2,eucast_clsi_surveillance,breakpoint_surveillance_2024
klebsiella_pneumoniae,meropenem,asia,2024,0.098,13.0,8.0,0.029,15.6,eucast_clsi_surveillance,breakpoint_surveillance_2024
klebsiella_pneumoniae,meropenem,africa,2024,0.105,14.0,8.0,0.031,16.8,eucast_clsi_surveillance,breakpoint_surveillance_2024
klebsiella_pneumoniae,meropenem,south_america,2024,0.09,12.0,8.0,0.027,14.4,eucast_clsi_surveillance,breakpoint_surveillance_2024
klebsiella_pneumoniae,meropenem,oceania,2024,0.071,9.5,8.0,0.021,11.4,eucast_clsi_surveillance,breakpoint_surveillance_2024
klebsiella_pneumoniae,ciprofloxacin,north_america,2019,0.5,16.0,0.5,0.15,19.2,eucast_clsi_surveillance,breakpoint_surveillance_2019
klebsiella_pneumoniae,ciprofloxacin,europe,2019,0.55,17.6,0.5,0.165,21.12,eucast_clsi_surveillance,breakpoint_surveillance_2019
klebsiella_pneumoniae,ciprofloxacin,asia,2019,0.65,20.8,0.5,0.195,24.96,eucast_clsi_surveillance,breakpoint_surveillance_2019
klebsiella_pneumoniae,ciprofloxacin,africa,2019,0.7,22.4,0.5,0.21,26.88,eucast_clsi_surveillance,breakpoint_surveillance_2019
klebsiella_pneumoniae,ciprofloxacin,south_america,2019,0.6,19.2,0.5,0.18,23.04,eucast_clsi_surveillance,breakpoint_surveillance_2019
klebsiella_pneumoniae,ciprofloxacin,oceania,2019,0.475,15.2,0.5,0.142,18.24,eucast_clsi_surveillance,breakpoint_surveillance_2019
klebsiella_pneumoniae,ciprofloxacin,north_america,2020,0.525,16.8,0.5,0.158,20.16,eucast_clsi_surveillance,breakpoint_surveillance_2020
klebsiella_pneumoniae,ciprofloxacin,europe,2020,0.578,18.48,0.5,0.173,22.176,eucast_clsi_surveillance,breakpoint_surveillance_2020
klebsiella_pneumoniae,ciprofloxacin,asia,2020,0.683,21.84,0.5,0.205,26.208,eucast_clsi_surveillance,breakpoint_surveillance_2020
klebsiella_pneumoniae,ciprofloxacin,africa,2020,0.735,23.52,0.5,0.221,28.224,eucast_clsi_surveillance,breakpoint_surveillance_2020
klebsiella_pneumoniae,ciprofloxacin,south_america,2020,0.63,20.16,0.5,0.189,24.192,eucast_clsi_surveillance,breakpoint_surveillance_2020
klebsiella_pneumoniae,ciprofloxacin,oceania,2020,0.499,15.96,0.5,0.15,19.152,eucast_clsi_surveillance,breakpoint_surveillance_2020
klebsiella_pneumoniae,ciprofloxacin,north_america,2021,0.55,17.6,0.5,0.165,21.12,eucast_clsi_surveillance,breakpoint_surveillance_2021
klebsiella_pneumoniae,ciprofloxacin,europe,2021,0.605,19.36,0.5,0.182,23.232,eucast_clsi_surveillance,breakpoint_surveillance_2021
klebsiella_pneumoniae,ciprofloxacin,asia,2021,0.715,22.88,0.5,0.215,27.456,eucast_clsi_surveillance,breakpoint_surveillance_2021
klebsiella_pneumoniae,ciprofloxacin,africa,2021,0.77,24.64,0.5,0.231,29.568,eucast_clsi_surveillance,breakpoint_surveillance_2021
klebsiella_pneumoniae,ciprofloxacin,south_america,2021,0.66,21.12,0.5,0.198,25.344,eucast_clsi_surveillance,breakpoint_surveillance_2021
klebsiella_pneumoniae,ciprofloxacin,oceania,2021,0.522,16.72,0.5,0.157,20.064,eucast_clsi_surveillance,breakpoint_surveillance_2021
klebsiella_pneumoniae,ciprofloxacin,north_america,2022,0.575,18.4,0.5,0.172,22.08,eucast_clsi_surveillance,breakpoint_surveillance_2022
klebsiella_pneumoniae,ciprofloxacin,europe,2022,0.632,20.24,0.5,0.19,24.288,eucast_clsi_surveillance,breakpoint_surveillance_2022
klebsiella_pneumoniae,ciprofloxacin,asia,2022,0.747,23.92,0.5,0.224,28.704,eucast_clsi_surveillance,breakpoint_surveillance_2022
klebsiella_pneumoniae,ciprofloxacin,africa,2022,0.805,25.76,0.5,0.241,30.912,eucast_clsi_surveillance,breakpoint_surveillance_2022
klebsiella_pneumoniae,ciprofloxacin,south_america,2022,0.69,22.08,0.5,0.207,26.496,eucast_clsi_surveillance,breakpoint_surveillance_2022
klebsiella_pneumoniae,ciprofloxacin,oceania,2022,0.546,17.48,0.5,0.164,20.976,eucast_clsi_surveillance,breakpoint_surveillance_2022
klebsiella_pneumoniae,ciprofloxacin,north_america,2023,0.6,19.2,0.5,0.18,23.04,eucast_clsi_surveillance,breakpoint_surveillance_2023
klebsiella_pneumoniae,ciprofloxacin,europe,2023,0.66,21.12,0.5,0.198,25.344,eucast_clsi_surveillance,breakpoint_surveillance_2023
klebsiella_pneumoniae,ciprofloxacin,asia,2023,0.78,24.96,0.5,0.234,29.952,eucast_clsi_surveillance,breakpoint_surveillance_2023
klebsiella_pneumoniae,ciprofloxacin,africa,2023,0.84,26.88,0.5,0.252,32.256,eucast_clsi_surveillance,breakpoint_surveillance_2023
klebsiella_pneumoniae,ciprofloxacin,south_america,2023,0.72,23.04,0.5,0.216,27.648,eucast_clsi_surveillance,breakpoint_surveillance_2023
klebsiella_pneumoniae,ciprofloxacin,oceania,2023,0.57,18.24,0.5,0.171,21.888,eucast_clsi_surveillance,breakpoint_surveillance_2023
klebsiella_pneumoniae,ciprofloxacin,north_america,2024,0.625,20.0,0.5,0.188,24.0,eucast_clsi_surveillance,breakpoint_surveillance_2024
klebsiella_pneumoniae,ciprofloxacin,europe,2024,0.688,22.0,0.5,0.206,26.4,eucast_clsi_surveillance,breakpoint_surveillance_2024
klebsiella_pneumoniae,ciprofloxacin,asia,2024,0.812,26.0,0.5,0.244,31.2,eucast_clsi_surveillance,breakpoint_surveillance_2024
klebsiella_pneumoniae,ciprofloxacin,africa,2024,0.875,28.0,0.5,0.263,33.6,eucast_clsi_surveillance,breakpoint_surveillance_2024
klebsiella_pneumoniae,ciprofloxacin,south_america,2024,0.75,24.0,0.5,0.225,28.8,eucast_clsi_surveillance,breakpoint_surveillance_2024
klebsiella_pneumoniae,ciprofloxacin,oceania,2024,0.594,19.0,0.5,0.178,22.8,eucast_clsi_surveillance,breakpoint_surveillance_2024
klebsiella_pneumoniae,colistin,north_america,2019,0.5,2.0,2.0,0.15,2.4,eucast_clsi_surveillance,breakpoint_surveillance_2019
klebsiella_pneumoniae,colistin,europe,2019,0.55,2.2,2.0,0.165,2.64,eucast_clsi_surveillance,breakpoint_surveillance_2019
klebsiella_pneumoniae,colistin,asia,2019,0.65,2.6,2.0,0.195,3.12,eucast_clsi_surveillance,breakpoint_surveillance_2019
klebsiella_pneumoniae,colistin,africa,2019,0.7,2.8,2.0,0.21,3.36,eucast_clsi_surveillance,breakpoint_surveillance_2019
klebsiella_pneumoniae,colistin,south_america,2019,0.6,2.4,2.0,0.18,2.88,eucast_clsi_surveillance,breakpoint_surveillance_2019
klebsiella_pneumoniae,colistin,oceania,2019,0.475,1.9,2.0,0.142,2.28,eucast_clsi_surveillance,breakpoint_surveillance_2019
klebsiella_pneumoniae,colistin,north_america,2020,0.525,2.1,2.0,0.158,2.52,eucast_clsi_surveillance,breakpoint_surveillance_2020
klebsiella_pneumoniae,colistin,europe,2020,0.578,2.31,2.0,0.173,2.772,eucast_clsi_surveillance,breakpoint_surveillance_2020
klebsiella_pneumoniae,colistin,asia,2020,0.683,2.73,2.0,0.205,3.276,eucast_clsi_surveillance,breakpoint_surveillance_2020
klebsiella_pneumoniae,colistin,africa,2020,0.735,2.94,2.0,0.221,3.528,eucast_clsi_surveillance,breakpoint_surveillance_2020
klebsiella_pneumoniae,colistin,south_america,2020,0.63,2.52,2.0,0.189,3.024,eucast_clsi_surveillance,breakpoint_surveillance_2020
klebsiella_pneumoniae,colistin,oceania,2020,0.499,1.995,2.0,0.15,2.394,eucast_clsi_surveillance,breakpoint_surveillance_2020
klebsiella_pneumoniae,colistin,north_america,2021,0.55,2.2,2.0,0.165,2.64,eucast_clsi_surveillance,breakpoint_surveillance_2021
klebsiella_pneumoniae,colistin,europe,2021,0.605,2.42,2.0,0.182,2.904,eucast_clsi_surveillance,breakpoint_surveillance_2021
klebsiella_pneumoniae,colistin,asia,2021,0.715,2.86,2.0,0.215,3.432,eucast_clsi_surveillance,breakpoint_surveillance_2021
klebsiella_pneumoniae,colistin,africa,2021,0.77,3.08,2.0,0.231,3.696,eucast_clsi_surveillance,breakpoint_surveillance_2021
klebsiella_pneumoniae,colistin,south_america,2021,0.66,2.64,2.0,0.198,3.168,eucast_clsi_surveillance,breakpoint_surveillance_2021
klebsiella_pneumoniae,colistin,oceania,2021,0.522,2.09,2.0,0.157,2.508,eucast_clsi_surveillance,breakpoint_surveillance_2021
klebsiella_pneumoniae,colistin,north_america,2022,0.575,2.3,2.0,0.172,2.76,eucast_clsi_surveillance,breakpoint_surveillance_2022
klebsiella_pneumoniae,colistin,europe,2022,0.632,2.53,2.0,0.19,3.036,eucast_clsi_surveillance,breakpoint_surveillance_2022
klebsiella_pneumoniae,colistin,asia,2022,0.747,2.99,2.0,0.224,3.588,eucast_clsi_surveillance,breakpoint_surveillance_2022
klebsiella_pneumoniae,colistin,africa,2022,0.805,3.22,2.0,0.241,3.864,eucast_clsi_surveillance,breakpoint_surveillance_2022
klebsiella_pneumoniae,colistin,south_america,2022,0.69,2.76,2.0,0.207,3.312,eucast_clsi_surveillance,breakpoint_surveillance_2022
klebsiella_pneumoniae,colistin,oceania,2022,0.546,2.185,2.0,0.164,2.622,eucast_clsi_surveillance,breakpoint_surveillance_2022
klebsiella_pneumoniae,colistin,north_america,2023,0.6,2.4,2.0,0.18,2.88,eucast_clsi_surveillance,breakpoint_surveillance_2023
klebsiella_pneumoniae,colistin,europe,2023,0.66,2.64,2.0,0.198,3.168,eucast_clsi_surveillance,breakpoint_surveillance_2023
klebsiella_pneumoniae,colistin,asia,2023,0.78,3.12,2.0,0.234,3.744,eucast_clsi_surveillance,breakpoint_surveillance_2023
klebsiella_pneumoniae,colistin,africa,2023,0.84,3.36,2.0,0.252,4.032,eucast_clsi_surveillance,breakpoint_surveillance_2023
klebsiella_pneumoniae,colistin,south_america,2023,0.72,2.88,2.0,0.216,3.456,eucast_clsi_surveillance,breakpoint_surveillance_2023
klebsiella_pneumoniae,colistin,oceania,2023,0.57,2.28,2.0,0.171,2.736,eucast_clsi_surveillance,breakpoint_surveillance_2023
klebsiella_pneumoniae,colistin,north_america,2024,0.625,2.5,2.0,0.188,3.0,eucast_clsi_surveillance,breakpoint_surveillance_2024
klebsiella_pneumoniae,colistin,europe,2024,0.688,2.75,2.0,0.206,3.3,eucast_clsi_surveillance,breakpoint_surveillance_2024
klebsiella_pneumoniae,colistin,asia,2024,0.812,3.25,2.0,0.244,3.9,eucast_clsi_surveillance,breakpoint_surveillance_2024
klebsiella_pneumoniae,colistin,africa,2024,0.875,3.5,2.0,0.263,4.2,eucast_clsi_surveillance,breakpoint_surveillance_2024
klebsiella_pneumoniae,colistin,south_america,2024,0.75,3.0,2.0,0.225,3.6,eucast_clsi_surveillance,breakpoint_surveillance_2024
klebsiella_pneumoniae,colistin,oceania,2024,0.594,2.375,2.0,0.178,2.85,eucast_clsi_surveillance,breakpoint_surveillance_2024
staphylococcus_aureus,oxacillin,north_america,2019,0.5,256.0,2.0,0.15,307.2,eucast_clsi_surveillance,breakpoint_surveillance_2019
staphylococcus_aureus,oxacillin,europe,2019,0.55,281.6,2.0,0.165,337.92,eucast_clsi_surveillance,breakpoint_surveillance_2019
staphylococcus_aureus,oxacillin,asia,2019,0.65,332.8,2.0,0.195,399.36,eucast_clsi_surveillance,breakpoint_surveillance_2019
staphylococcus_aureus,oxacillin,africa,2019,0.7,358.4,2.0,0.21,430.08,eucast_clsi_surveillance,breakpoint_surveillance_2019
staphylococcus_aureus,oxacillin,south_america,2019,0.6,307.2,2.0,0.18,368.64,eucast_clsi_surveillance,breakpoint_surveillance_2019
staphylococcus_aureus,oxacillin,oceania,2019,0.475,243.2,2.0,0.142,291.84,eucast_clsi_surveillance,breakpoint_surveillance_2019
staphylococcus_aureus,oxacillin,north_america,2020,0.525,268.8,2.0,0.158,322.56,eucast_clsi_surveillance,breakpoint_surveillance_2020
staphylococcus_aureus,oxacillin,europe,2020,0.578,295.68,2.0,0.173,354.816,eucast_clsi_surveillance,breakpoint_surveillance_2020
staphylococcus_aureus,oxacillin,asia,2020,0.683,349.44,2.0,0.205,419.328,eucast_clsi_surveillance,breakpoint_surveillance_2020
staphylococcus_aureus,oxacillin,africa,2020,0.735,376.32,2.0,0.221,451.584,eucast_clsi_surveillance,breakpoint_surveillance_2020
staphylococcus_aureus,oxacillin,south_america,2020,0.63,322.56,2.0,0.189,387.072,eucast_clsi_surveillance,breakpoint_surveillance_2020
staphylococcus_aureus,oxacillin,oceania,2020,0.499,255.36,2.0,0.15,306.432,eucast_clsi_surveillance,breakpoint_surveillance_2020
staphylococcus_aureus,oxacillin,north_america,2021,0.55,281.6,2.0,0.165,337.92,eucast_clsi_surveillance,breakpoint_surveillance_2021
staphylococcus_aureus,oxacillin,europe,2021,0.605,309.76,2.0,0.182,371.712,eucast_clsi_surveillance,breakpoint_surveillance_2021
staphylococcus_aureus,oxacillin,asia,2021,0.715,366.08,2.0,0.215,439.296,eucast_clsi_surveillance,breakpoint_surveillance_2021
staphylococcus_aureus,oxacillin,africa,2021,0.77,394.24,2.0,0.231,473.088,eucast_clsi_surveillance,breakpoint_surveillance_2021
staphylococcus_aureus,oxacillin,south_america,2021,0.66,337.92,2.0,0.198,405.504,eucast_clsi_surveillance,breakpoint_surveillance_2021
staphylococcus_aureus,oxacillin,oceania,2021,0.522,267.52,2.0,0.157,321.024,eucast_clsi_surveillance,breakpoint_surveillance_2021
staphylococcus_aureus,oxacillin,north_america,2022,0.575,294.4,2.0,0.172,353.28,eucast_clsi_surveillance,breakpoint_surveillance_2022
staphylococcus_aureus,oxacillin,europe,2022,0.632,323.84,2.0,0.19,388.608,eucast_clsi_surveillance,breakpoint_surveillance_2022
staphylococcus_aureus,oxacillin,asia,2022,0.747,382.72,2.0,0.224,459.264,eucast_clsi_surveillance,breakpoint_surveillance_2022
staphylococcus_aureus,oxacillin,africa,2022,0.805,412.16,2.0,0.241,494.592,eucast_clsi_surveillance,breakpoint_surveillance_2022
staphylococcus_aureus,oxacillin,south_america,2022,0.69,353.28,2.0,0.207,423.936,eucast_clsi_surveillance,breakpoint_surveillance_2022
staphylococcus_aureus,oxacillin,oceania,2022,0.546,279.68,2.0,0.164,335.616,eucast_clsi_surveillance,breakpoint_surveillance_2022
staphylococcus_aureus,oxacillin,north_america,2023,0.6,307.2,2.0,0.18,368.64,eucast_clsi_surveillance,breakpoint_surveillance_2023
staphylococcus_aureus,oxacillin,europe,2023,0.66,337.92,2.0,0.198,405.504,eucast_clsi_surveillance,breakpoint_surveillance_2023
staphylococcus_aureus,oxacillin,asia,2023,0.78,399.36,2.0,0.234,479.232,eucast_clsi_surveillance,breakpoint_surveillance_2023
staphylococcus_aureus,oxacillin,africa,2023,0.84,430.08,2.0,0.252,516.096,eucast_clsi_surveillance,breakpoint_surveillance_2023
staphylococcus_aureus,oxacillin,south_america,2023,0.72,368.64,2.0,0.216,442.368,eucast_clsi_surveillance,breakpoint_surveillance_2023
staphylococcus_aureus,oxacillin,oceania,2023,0.57,291.84,2.0,0.171,350.208,eucast_clsi_surveillance,breakpoint_surveillance_2023
staphylococcus_aureus,oxacillin,north_america,2024,0.625,320.0,2.0,0.188,384.0,eucast_clsi_surveillance,breakpoint_surveillance_2024
staphylococcus_aureus,oxacillin,europe,2024,0.688,352.0,2.0,0.206,422.4,eucast_clsi_surveillance,breakpoint_surveillance_2024
staphylococcus_aureus,oxacillin,asia,2024,0.812,416.0,2.0,0.244,499.2,eucast_clsi_surveillance,breakpoint_surveillance_2024
staphylococcus_aureus,oxacillin,africa,2024,0.875,448.0,2.0,0.263,537.6,eucast_clsi_surveillance,breakpoint_surveillance_2024
staphylococcus_aureus,oxacillin,south_america,2024,0.75,384.0,2.0,0.225,460.8,eucast_clsi_surveillance,breakpoint_surveillance_2024
staphylococcus_aureus,oxacillin,oceania,2024,0.594,304.0,2.0,0.178,364.8,eucast_clsi_surveillance,breakpoint_surveillance_2024
staphylococcus_aureus,vancomycin,north_america,2019,1.0,2.0,4.0,0.3,2.4,eucast_clsi_surveillance,breakpoint_surveillance_2019
staphylococcus_aureus,vancomycin,europe,2019,1.1,2.2,4.0,0.33,2.64,eucast_clsi_surveillance,breakpoint_surveillance_2019
staphylococcus_aureus,vancomycin,asia,2019,1.3,2.6,4.0,0.39,3.12,eucast_clsi_surveillance,breakpoint_surveillance_2019
staphylococcus_aureus,vancomycin,africa,2019,1.4,2.8,4.0,0.42,3.36,eucast_clsi_surveillance,breakpoint_surveillance_2019
staphylococcus_aureus,vancomycin,south_america,2019,1.2,2.4,4.0,0.36,2.88,eucast_clsi_surveillance,breakpoint_surveillance_2019
staphylococcus_aureus,vancomycin,oceania,2019,0.95,1.9,4.0,0.285,2.28,eucast_clsi_surveillance,breakpoint_surveillance_2019
staphylococcus_aureus,vancomycin,north_america,2020,1.05,2.1,4.0,0.315,2.52,eucast_clsi_surveillance,breakpoint_surveillance_2020
staphylococcus_aureus,vancomycin,europe,2020,1.155,2.31,4.0,0.347,2.772,eucast_clsi_surveillance,breakpoint_surveillance_2020
staphylococcus_aureus,vancomycin,asia,2020,1.365,2.73,4.0,0.41,3.276,eucast_clsi_surveillance,breakpoint_surveillance_2020
staphylococcus_aureus,vancomycin,africa,2020,1.47,2.94,4.0,0.441,3.528,eucast_clsi_surveillance,breakpoint_surveillance_2020
staphylococcus_aureus,vancomycin,south_america,2020,1.26,2.52,4.0,0.378,3.024,eucast_clsi_surveillance,breakpoint_surveillance_2020
staphylococcus_aureus,vancomycin,oceania,2020,0.997,1.995,4.0,0.299,2.394,eucast_clsi_surveillance,breakpoint_surveillance_2020
staphylococcus_aureus,vancomycin,north_america,2021,1.1,2.2,4.0,0.33,2.64,eucast_clsi_surveillance,breakpoint_surveillance_2021
staphylococcus_aureus,vancomycin,europe,2021,1.21,2.42,4.0,0.363,2.904,eucast_clsi_surveillance,breakpoint_surveillance_2021
staphylococcus_aureus,vancomycin,asia,2021,1.43,2.86,4.0,0.429,3.432,eucast_clsi_surveillance,breakpoint_surveillance_2021
staphylococcus_aureus,vancomycin,africa,2021,1.54,3.08,4.0,0.462,3.696,eucast_clsi_surveillance,breakpoint_surveillance_2021
staphylococcus_aureus,vancomycin,south_america,2021,1.32,2.64,4.0,0.396,3.168,eucast_clsi_surveillance,breakpoint_surveillance_2021
staphylococcus_aureus,vancomycin,oceania,2021,1.045,2.09,4.0,0.313,2.508,eucast_clsi_surveillance,breakpoint_surveillance_2021
staphylococcus_aureus,vancomycin,north_america,2022,1.15,2.3,4.0,0.345,2.76,eucast_clsi_surveillance,breakpoint_surveillance_2022
staphylococcus_aureus,vancomycin,europe,2022,1.265,2.53,4.0,0.379,3.036,eucast_clsi_surveillance,breakpoint_surveillance_2022
staphylococcus_aureus,vancomycin,asia,2022,1.495,2.99,4.0,0.448,3.588,eucast_clsi_surveillance,breakpoint_surveillance_2022
staphylococcus_aureus,vancomycin,africa,2022,1.61,3.22,4.0,0.483,3.864,eucast_clsi_surveillance,breakpoint_surveillance_2022
staphylococcus_aureus,vancomycin,south_america,2022,1.38,2.76,4.0,0.414,3.312,eucast_clsi_surveillance,breakpoint_surveillance_2022
staphylococcus_aureus,vancomycin,oceania,2022,1.092,2.185,4.0,0.328,2.622,eucast_clsi_surveillance,breakpoint_surveillance_2022
staphylococcus_aureus,vancomycin,north_america,2023,1.2,2.4,4.0,0.36,2.88,eucast_clsi_surveillance,breakpoint_surveillance_2023
staphylococcus_aureus,vancomycin,europe,2023,1.32,2.64,4.0,0.396,3.168,eucast_clsi_surveillance,breakpoint_surveillance_2023
staphylococcus_aureus,vancomycin,asia,2023,1.56,3.12,4.0,0.468,3.744,eucast_clsi_surveillance,breakpoint_surveillance_2023
staphylococcus_aureus,vancomycin,africa,2023,1.68,3.36,4.0,0.504,4.032,eucast_clsi_surveillance,breakpoint_surveillance_2023
staphylococcus_aureus,vancomycin,south_america,2023,1.44,2.88,4.0,0.432,3.456,eucast_clsi_surveillance,breakpoint_surveillance_2023
staphylococcus_aureus,vancomycin,oceania,2023,1.14,2.28,4.0,0.342,2.736,eucast_clsi_surveillance,breakpoint_surveillance_2023
staphylococcus_aureus,vancomycin,north_america,2024,1.25,2.5,4.0,0.375,3.0,eucast_clsi_surveillance,breakpoint_surveillance_2024
staphylococcus_aureus,vancomycin,europe,2024,1.375,2.75,4.0,0.412,3.3,eucast_clsi_surveillance,breakpoint_surveillance_2024
staphylococcus_aureus,vancomycin,asia,2024,1.625,3.25,4.0,0.487,3.9,eucast_clsi_surveillance,breakpoint_surveillance_2024
staphylococcus_aureus,vancomycin,africa,2024,1.75,3.5,4.0,0.525,4.2,eucast_clsi_surveillance,breakpoint_surveillance_2024
staphylococcus_aureus,vancomycin,south_america,2024,1.5,3.0,4.0,0.45,3.6,eucast_clsi_surveillance,breakpoint_surveillance_2024
staphylococcus_aureus,vancomycin,oceania,2024,1.188,2.375,4.0,0.356,2.85,eucast_clsi_surveillance,breakpoint_surveillance_2024
staphylococcus_aureus,clindamycin,north_america,2019,0.25,256.0,0.5,0.075,307.2,eucast_clsi_surveillance,breakpoint_surveillance_2019
staphylococcus_aureus,clindamycin,europe,2019,0.275,281.6,0.5,0.083,337.92,eucast_clsi_surveillance,breakpoint_surveillance_2019
staphylococcus_aureus,clindamycin,asia,2019,0.325,332.8,0.5,0.098,399.36,eucast_clsi_surveillance,breakpoint_surveillance_2019
staphylococcus_aureus,clindamycin,africa,2019,0.35,358.4,0.5,0.105,430.08,eucast_clsi_surveillance,breakpoint_surveillance_2019
staphylococcus_aureus,clindamycin,south_america,2019,0.3,307.2,0.5,0.09,368.64,eucast_clsi_surveillance,breakpoint_surveillance_2019
staphylococcus_aureus,clindamycin,oceania,2019,0.237,243.2,0.5,0.071,291.84,eucast_clsi_surveillance,breakpoint_surveillance_2019
staphylococcus_aureus,clindamycin,north_america,2020,0.263,268.8,0.5,0.079,322.56,eucast_clsi_surveillance,breakpoint_surveillance_2020
staphylococcus_aureus,clindamycin,europe,2020,0.289,295.68,0.5,0.087,354.816,eucast_clsi_surveillance,breakpoint_surveillance_2020
staphylococcus_aureus,clindamycin,asia,2020,0.341,349.44,0.5,0.102,419.328,eucast_clsi_surveillance,breakpoint_surveillance_2020
staphylococcus_aureus,clindamycin,africa,2020,0.367,376.32,0.5,0.11,451.584,eucast_clsi_surveillance,breakpoint_surveillance_2020
staphylococcus_aureus,clindamycin,south_america,2020,0.315,322.56,0.5,0.095,387.072,eucast_clsi_surveillance,breakpoint_surveillance_2020
staphylococcus_aureus,clindamycin,oceania,2020,0.249,255.36,0.5,0.075,306.432,eucast_clsi_surveillance,breakpoint_surveillance_2020
staphylococcus_aureus,clindamycin,north_america,2021,0.275,281.6,0.5,0.083,337.92,eucast_clsi_surveillance,breakpoint_surveillance_2021
staphylococcus_aureus,clindamycin,europe,2021,0.303,309.76,0.5,0.091,371.712,eucast_clsi_surveillance,breakpoint_surveillance_2021
staphylococcus_aureus,clindamycin,asia,2021,0.358,366.08,0.5,0.107,439.296,eucast_clsi_surveillance,breakpoint_surveillance_2021
staphylococcus_aureus,clindamycin,africa,2021,0.385,394.24,0.5,0.115,473.088,eucast_clsi_surveillance,breakpoint_surveillance_2021
staphylococcus_aureus,clindamycin,south_america,2021,0.33,337.92,0.5,0.099,405.504,eucast_clsi_surveillance,breakpoint_surveillance_2021
staphylococcus_aureus,clindamycin,oceania,2021,0.261,267.52,0.5,0.078,321.024,eucast_clsi_surveillance,breakpoint_surveillance_2021
staphylococcus_aureus,clindamycin,north_america,2022,0.287,294.4,0.5,0.086,353.28,eucast_clsi_surveillance,breakpoint_surveillance_2022
staphylococcus_aureus,clindamycin,europe,2022,0.316,323.84,0.5,0.095,388.608,eucast_clsi_surveillance,breakpoint_surveillance_2022
staphylococcus_aureus,clindamycin,asia,2022,0.374,382.72,0.5,0.112,459.264,eucast_clsi_surveillance,breakpoint_surveillance_2022
staphylococcus_aureus,clindamycin,africa,2022,0.402,412.16,0.5,0.121,494.592,eucast_clsi_surveillance,breakpoint_surveillance_2022
staphylococcus_aureus,clindamycin,south_america,2022,0.345,353.28,0.5,0.103,423.936,eucast_clsi_surveillance,breakpoint_surveillance_2022
staphylococcus_aureus,clindamycin,oceania,2022,0.273,279.68,0.5,0.082,335.616,eucast_clsi_surveillance,breakpoint_surveillance_2022
staphylococcus_aureus,clindamycin,north_america,2023,0.3,307.2,0.5,0.09,368.64,eucast_clsi_surveillance,breakpoint_surveillance_2023
staphylococcus_aureus,clindamycin,europe,2023,0.33,337.92,0.5,0.099,405.504,eucast_clsi_surveillance,breakpoint_surveillance_2023
staphylococcus_aureus,clindamycin,asia,2023,0.39,399.36,0.5,0.117,479.232,eucast_clsi_surveillance,breakpoint_surveillance_2023
staphylococcus_aureus,clindamycin,africa,2023,0.42,430.08,0.5,0.126,516.096,eucast_clsi_surveillance,breakpoint_surveillance_2023
staphylococcus_aureus,clindamycin,south_america,2023,0.36,368.64,0.5,0.108,442.368,eucast_clsi_surveillance,breakpoint_surveillance_2023
staphylococcus_aureus,clindamycin,oceania,2023,0.285,291.84,0.5,0.085,350.208,eucast_clsi_surveillance,breakpoint_surveillance_2023
staphylococcus_aureus,clindamycin,north_america,2024,0.312,320.0,0.5,0.094,384.0,eucast_clsi_surveillance,breakpoint_surveillance_2024
staphylococcus_aureus,clindamycin,europe,2024,0.344,352.0,0.5,0.103,422.4,eucast_clsi_surveillance,breakpoint_surveillance_2024
staphylococcus_aureus,clindamycin,asia,2024,0.406,416.0,0.5,0.122,499.2,eucast_clsi_surveillance,breakpoint_surveillance_2024
